Node 1			Node 2
146316			77134
146316			133207
146315			35214
146315			168183
146315			101264
146315			59098
146314			113879
146314			69584
226327			226328
226327			226326
226327			226325
226327			119804
190030			53666
190030			11127
219150			144572
219150			132335
191146			1731
191146			7876
191147			185994
191147			191148
191147			191149
191144			191143
191144			101915
191145			66364
191145			69025
191145			86078
191145			163229
191142			102436
191142			191143
191142			101915
191143			101915
191140			191139
191140			191138
191140			191141
191141			191139
191148			185994
191148			191150
191148			191149
191149			191150
210324			210325
210324			210326
210324			210322
210324			210323
210325			210326
210325			210323
210327			53236
210320			210319
210320			208624
210320			210321
210320			48602
210321			208624
210322			16311
210322			210323
210323			16311
210328			99671
210328			177675
210328			136846
195513			135440
195513			56540
181190			181189
181190			181188
195515			177341
195515			100890
181881			56955
181881			181391
16708			196387
16708			196388
15708			156655
15708			79537
6818			25497
6818			6172
6818			158361
6818			70602
102364			29507
102365			42934
102360			8133
277			4358
15704			96305
15704			174441
15704			154021
15704			174442
15704			191073
15704			174440
15704			29818
15705			137123
15706			204475
15706			177200
9755			138446
9755			138447
9755			68996
203595			203594
203595			63780
203595			165172
203595			12156
203595			214973
203595			214972
9752			49439
19978			19979
19978			224481
19978			224480
187419			58317
187419			64419
187419			187418
187419			221892
187419			221893
187419			8825
187419			125627
187418			64419
187418			8825
187417			187416
187417			187415
187416			225980
187416			187415
187416			187414
187416			225977
187416			225979
187416			225978
187415			187414
187415			143414
187414			143414
54308			79998
176615			24919
176615			176614
176615			55181
137189			195057
137189			209174
137189			156222
137189			156221
137189			19888
137189			137191
137189			137190
176614			24919
176614			55181
137180			137181
137180			41171
137180			13861
137181			41171
137186			137088
137186			224798
137186			221852
137186			137187
137186			137184
137186			137185
137187			137185
137184			126228
137184			150940
137184			160582
137184			160583
137184			137185
142344			54782
142344			84208
142345			58087
142346			87988
142346			142347
142346			170029
142346			150589
142346			142348
142346			27226
142346			162348
142346			122001
136854			73287
136854			136853
136854			122181
136854			137107
142340			96519
142340			146049
142340			177970
142340			142339
142340			24262
136852			136853
136852			226144
136852			122181
136852			226143
136852			226142
136852			24328
136851			46439
136851			136850
136850			136849
136850			46439
11843			100012
11843			219935
142348			142347
142349			214077
142349			142351
142349			142350
142349			61434
136858			136857
136858			136856
211055			211054
211055			211053
211055			10773
211054			10773
211054			211053
211057			211058
211056			227979
211056			92750
211056			91916
211051			133165
211051			114375
211051			211050
211051			211049
211050			114375
211050			211049
211052			133165
211052			114375
68344			68345
68344			160173
68344			68343
68345			226691
68345			92072
68345			226692
68345			221869
68345			68343
157245			157246
157245			33854
68347			68348
68347			193999
68347			193998
68347			193997
68347			65470
68347			68346
68340			68341
68340			68342
68341			134088
68341			174543
68341			68342
157240			100106
157240			157239
157240			157238
179491			179492
179491			179493
82380			83914
82380			83913
82380			130990
82380			208646
82380			130989
82380			208645
82380			82379
82380			82378
108102			39386
108102			93709
82381			22440
82381			97568
82381			82382
82381			77764
170132			170133
170132			193641
170132			170131
170132			170134
170132			114404
170132			193640
170132			82241
170133			170131
170133			170134
170130			33604
170130			25157
170130			22191
170136			93228
170136			170135
170137			170138
170137			175135
170137			175134
170137			27185
170137			7826
170135			93228
170135			64405
11402			79881
11402			182917
11402			182916
11402			134099
11402			121982
11402			115827
11402			106657
11402			121981
11402			115828
11402			90131
170138			27185
170138			7826
170139			222638
170139			222637
170139			89528
170139			170140
190038			24238
190038			128738
190038			190037
161001			161000
161001			97248
30334			87617
30334			87618
109850			7643
109850			13596
109850			79765
109853			183556
109853			147959
109853			183555
109853			26090
109853			53956
109853			124500
109853			147960
109853			109854
109852			109851
109855			192194
109855			117964
109855			219936
109855			219937
109855			109856
109854			26090
76169			76170
76169			6791
30333			64828
30333			61025
30333			195851
30333			75755
30333			145542
30333			98146
30333			127226
169927			169926
169927			48615
76166			76165
76166			76164
76165			223625
76165			76164
76165			223626
76165			20817
30338			211654
30338			211653
30338			211652
76162			15747
76162			105673
76162			105672
76162			18970
76162			110879
76162			110878
76162			150421
100013			100012
19190			139607
19190			139608
19190			17539
19190			17538
17250			221687
17250			221686
17250			153164
17250			221688
94332			119757
94332			94331
94332			71387
94332			94330
94332			98722
44801			20557
44801			205897
44801			74673
72394			72395
72394			75267
72394			75266
72394			47868
72395			178082
72395			178080
72395			178081
72395			47868
52463			228256
52463			228255
72391			70931
52464			194933
144811			218611
144811			218612
144811			218613
144811			144812
144811			144813
144811			144810
144811			178238
183413			183412
183413			183415
183413			183414
183412			183414
183411			21381
183411			183410
183410			21381
183410			183409
143431			143430
143431			143429
183416			189433
183416			189432
183416			189434
183416			115433
183416			37404
183416			183415
183416			183414
183415			204364
183415			35818
183415			183414
183415			34605
183419			183420
183419			183421
183418			195084
183418			195083
143439			143440
143439			132435
115279			37023
115279			196983
180140			108874
180140			180141
180140			180139
180140			185902
180141			108874
180142			52522
180142			14206
35219			92525
35219			92524
35219			188443
35219			95575
180146			100712
180146			180145
180146			180147
180147			180148
180147			100712
180147			180145
35214			73437
35214			180858
35214			199692
35214			199691
35214			35215
35214			62814
35214			73434
35214			86792
35214			139572
35214			86791
35214			100027
35214			101264
35214			76315
35215			100027
35215			62814
35215			87182
35215			173481
35217			116670
35217			223694
35217			144865
35210			80515
35210			87748
35210			173399
35210			84620
35210			87747
35210			117683
35210			117684
35210			84619
35211			19734
35211			15954
132664			132665
132664			42802
132664			218963
132665			132666
132667			132668
132667			97918
132667			212252
132667			212253
132667			212251
132661			8161
132661			8160
132661			132662
23260			145358
23260			145357
188778			188777
188778			25527
188778			188779
188777			25527
188777			74264
188777			188779
188776			188775
188776			188774
188775			188774
188775			25722
188774			15264
188774			25722
188773			187668
188773			158122
188773			162460
188773			188772
132669			90767
132669			156292
132669			156291
188771			225156
188771			225155
188771			48024
188771			111334
188771			225154
188771			6155
188771			188769
188771			216755
188771			188770
188770			197556
188770			197555
188770			76669
188770			220393
188770			188768
188770			188769
188770			68088
109275			109274
109275			81752
109275			202102
109275			50701
109275			39228
109274			46012
109274			219066
109274			50701
109277			16532
109277			109278
109271			30033
109271			109272
109270			91072
109270			163450
109270			163449
109270			125135
109270			109269
109272			30033
181815			37032
181815			37033
181815			33988
181815			83177
181814			181813
181814			33509
181817			181819
181817			181818
181816			38402
181816			12956
181816			157678
181811			145520
181811			181810
181811			209540
181811			181809
181810			50586
181810			181809
181813			33509
181812			13176
206811			206813
206811			206812
206811			21352
206810			53062
206813			206812
206813			206815
206813			206814
206812			206814
206812			21352
177487			177488
177487			156222
177486			122606
177486			75047
177486			98857
177486			227305
177486			181156
177486			181157
177486			177485
177486			177484
177486			110052
177485			177484
177485			110052
206819			206818
206819			63515
206818			63515
206818			206817
177489			177488
177489			149767
177488			156222
177488			149767
218092			142192
218092			219768
218092			41651
218092			218091
218093			203188
218093			218094
218090			99768
218090			18675
218090			35118
218091			120628
218091			41651
218096			123222
218096			218095
218096			218097
218096			54160
218097			123222
218097			54160
218094			203188
218094			173329
218095			76512
218095			191296
218095			54160
43853			70253
43853			28401
43853			201652
43853			111434
43853			194625
43853			18745
43853			17129
43853			123190
218098			133775
43856			161805
43856			161806
43856			35299
43856			133247
43856			44233
43855			14116
43854			207522
43854			168560
43854			83552
43854			199837
43854			113237
43854			130992
43854			159915
43854			109984
43854			109983
206020			206019
206020			206018
206020			78399
81567			59970
128854			128855
128854			51256
128854			128853
128855			128853
128856			56853
128856			128857
128856			216401
128857			125229
128857			220565
128857			56853
128857			220564
128853			58020
128853			227065
128853			227066
128853			25465
73447			206620
73447			63096
73447			67420
73447			22920
73447			79968
73446			207195
73445			46648
73445			73444
73444			46648
73444			15408
73444			138009
107282			44008
107282			75393
107282			191570
107282			161834
107282			43964
107282			220546
107282			107281
107283			107284
107283			107285
73441			203875
73441			170240
73441			170241
73441			212923
73441			73439
73441			212922
73441			73440
73441			29410
73441			191321
73440			73439
21619			91608
21619			62288
21619			23939
21619			189685
21619			12825
21619			215289
107288			28849
107288			178327
107288			178326
107288			74355
107289			40345
107289			131073
166311			46601
166311			166310
166311			175571
166311			175570
166311			175569
166311			34568
41220			190404
41220			26331
41220			68029
41220			34410
41220			161955
149140			92183
19328			6537
19328			8727
205397			205398
205397			120556
205397			205399
205397			205048
49565			214465
49565			214464
49565			71344
49565			116607
205395			38853
205395			155888
205395			12185
205395			138465
205394			51444
205394			111512
205393			35800
205393			205392
205393			205391
205392			35800
205392			205391
205392			94432
205391			94432
205390			205388
205390			205389
41611			141880
41611			47634
41611			141879
176068			176070
205399			205398
205399			27637
205399			205400
205398			120556
205398			205400
131314			39992
131314			68385
131314			131313
131314			35873
131317			88230
131317			131318
21616			161343
21616			140254
131311			35366
131311			131310
131313			131312
131313			39992
131312			39992
131319			88230
131319			153583
131319			131318
131319			13494
131318			88230
131318			99643
131318			154423
64429			222534
64429			222535
64429			104596
64429			104595
64429			8243
64429			29805
217969			217970
217969			202094
217969			217968
186153			186154
186153			128434
186153			186152
121540			121538
121540			121539
121542			217558
121542			217559
121545			190439
121545			14984
121545			104279
121545			96745
121545			153702
121545			84820
121545			109665
121547			114653
121547			121546
121546			114653
121549			121550
121549			121551
121549			123785
121549			41673
121549			145787
121548			88224
121548			181128
121548			129007
121548			202239
121548			20115
121548			86718
219323			219322
219323			186045
219322			219321
219322			186045
219321			186045
219321			219320
219321			138811
219320			74085
219320			138811
219327			167508
219327			25313
219327			219326
219327			219325
219326			25313
219326			219325
219328			167508
219328			49350
84229			106353
84229			4133
84229			84228
84229			56443
1671			124346
1671			124347
1671			154420
1671			79627
203948			45032
203948			203570
203949			7997
203949			28983
203940			203941
203940			60409
203940			80866
203941			80866
203941			203942
203941			60409
203942			203943
203942			80866
203943			80866
203944			176193
203944			203945
203944			203946
203945			176193
203945			203946
203945			203947
203946			203947
85679			85678
85678			19524
45057			136597
45057			136598
45057			127427
45057			144790
45057			45056
45057			108002
135940			153270
135940			153271
135940			135941
135940			135942
135940			73934
135941			47109
135941			35163
135941			135942
135941			73934
135942			35163
85671			85670
85671			85669
85670			85669
85673			47226
143663			23231
143663			21203
143663			23232
125394			89774
125394			182814
125394			161100
125394			14240
125394			35876
125394			55597
125394			157713
125395			98610
125395			125396
125396			98610
125396			218114
125396			29269
85676			134423
85676			85675
170914			170915
170914			116392
170914			79435
170915			116392
170915			79435
170915			219747
170915			219746
170915			219748
170915			41332
170917			122993
170917			170918
170917			170919
170910			53383
170910			170909
170911			58244
170911			55821
170912			18329
170912			25767
170912			170913
170913			25767
5056			5057
5057			80094
5057			149590
5057			164428
5057			19715
5057			134229
170918			122993
170918			170919
5051			71921
5051			41107
5051			91828
5051			142737
5051			142736
5052			173088
5052			74144
5052			173087
5052			110041
5052			170351
5052			105733
134091			134092
134091			18774
204445			68989
204445			37288
204446			4571
204446			204447
204446			145677
134092			134093
134092			18774
204440			139594
204440			6129
204440			204441
204440			204442
204441			101287
204441			6129
204441			204442
204442			101287
204443			204444
204443			25792
204443			203459
134099			182917
134099			134098
134099			182918
134099			134101
134099			134100
134098			134100
38563			134129
38563			134130
38563			170993
38563			44076
38563			93271
38562			68121
38562			68122
38562			171423
38562			171422
38565			96378
38565			173779
38565			18651
38565			225479
204449			204448
204449			145677
154270			154269
154270			38264
70139			7272
70139			135929
70139			121690
70139			100440
69174			69173
69174			55943
69174			182900
69174			95989
70134			70135
70134			26524
70135			26524
70132			87615
70132			120387
70132			131715
70132			120388
70132			124437
70132			149983
70132			149984
70132			124438
70132			70131
70130			70129
70130			70128
70131			87615
70131			67592
70131			86113
70131			163563
70131			163562
70131			104084
70131			76976
70131			149983
70131			21077
70131			31906
18893			18892
18893			193770
18893			225535
18893			228825
18893			228826
18893			228827
18893			193769
18893			7635
18893			165482
18893			165483
18893			18397
18891			207236
18891			207237
18891			176099
18891			207235
18890			103917
18890			197035
18894			24259
18899			18898
18899			5516
18898			169240
18898			77386
69178			33111
69178			34977
69178			92592
122018			122017
122018			32358
122019			19744
122019			122020
122016			61403
122016			94780
122017			32358
122017			133067
122017			133066
122014			122015
122014			64901
122015			64901
122012			122013
122013			208894
122013			153735
153909			153907
153909			153908
153909			153910
87299			57894
87299			87300
87299			187530
87299			110430
87299			187531
