N(index)			Word			P(N)
264			antibiot			4.0002400144e-05
265			fear			0.000130007800468
266			western			0.00221013260796
267			citi			0.00478028681721
268			massag			0.000870052203132
269			hide			0.000340020401224
270			queensland			0.00396023761426
271			vampir			0.000210012600756
272			poke			2.0001200072e-05
273			pneumonia			2.0001200072e-05
274			complianc			5.000300018e-05
275			actress			0.000160009600576
276			purif			6.0003600216e-05
277			romaji			1.0000600036e-05
278			differ			0.00103006180371
279			toplin			1.0000600036e-05
280			pe			0.000120007200432
281			virtual			0.00080004800288
282			note			0.00070004200252
283			boi			0.00169010140608
284			symptom			0.00138008280497
285			collabor			2.0001200072e-05
286			lentil			7.0004200252e-05
287			veri			0.000210012600756
288			review			0.00734044042643
289			english			0.00216012960778
290			unabl			0.000170010200612
291			debag			1.0000600036e-05
292			walk			0.000590035402124
293			shampoo			6.0003600216e-05
294			truck			0.00122007320439
295			jean			0.000330019801188
296			becam			4.0002400144e-05
297			australia			0.0410124607476
298			hotel			0.00599035942157
299			skin			0.0011400684041
300			music			0.00581034862092
301			case			0.00106006360382
302			accommod			0.00473028381703
303			identifi			0.000110006600396
304			nurs			0.001390083405
305			purpos			0.000110006600396
306			statu			0.000210012600756
307			human			0.000760045602736
308			gp			0.00104006240374
309			melbourn			0.0140408424505
310			food			0.0026401584095
311			ey			0.000930055803348
312			cum			0.00020001200072
313			opengl			4.0002400144e-05
314			joan			5.000300018e-05
315			dorgeshuun			1.0000600036e-05
316			5			0.00172010320619
317			bed			0.00127007620457
318			mind			0.000310018601116
319			pai			0.000610036602196
320			peopl			0.001390083405
321			minut			0.000440026401584
322			butterfli			0.000310018601116
323			download			0.0246814808889
324			paint			0.00159009540572
325			met			7.0004200252e-05
326			bride			0.000190011400684
327			voyag			0.00015000900054
328			unit			0.00140008400504
329			possibl			8.0004800288e-05
330			locomot			6.0003600216e-05
331			diet			0.000790047402844
332			industri			0.000980058803528
333			oil			0.00131007860472
334			hit			0.000440026401584
335			solver			0.000140008400504
336			dvd			0.0041402484149
337			david			0.000960057603456
338			turbocharg			4.0002400144e-05
339			esha			1.0000600036e-05
340			learn			0.00122007320439
341			back			0.00095005700342
342			abc			0.00102006120367
343			lost			0.00065003900234
344			turbo			0.0007500450027
345			fat			0.000710042602556
346			nail			0.000430025801548
347			reason			0.000180010800648
348			thyroid			0.000110006600396
349			union			0.000610036602196
350			water			0.0033602016121
351			rang			0.00045002700162
352			plu			0.000820049202952
353			domain			0.000770046202772
354			chang			0.00234014040842
355			desktop			0.0010000600036
356			govern			0.00213012780767
357			rnb			0.00010000600036
358			swine			0.000270016200972
359			info			0.000360021601296
360			caus			0.000740044402664
361			jesu			0.0002500150009
362			toni			0.000470028201692
363			unavail			5.000300018e-05
364			perspect			8.0004800288e-05
365			hebrew			2.0001200072e-05
366			turn			0.000470028201692
367			breed			0.000370022201332
368			isl			0.00010000600036
369			diabet			0.000360021601296
370			exploit			4.0002400144e-05
371			current			0.00070004200252
372			man			0.00130007800468
373			respons			0.000260015600936
374			clark			0.00030001800108
375			offer			0.000110006600396
376			psychologist			0.000120007200432
377			ie8			0.00035002100126
378			descript			0.000370022201332
379			hope			0.000140008400504
380			lexicon			1.0000600036e-05
381			emul			0.000290017401044
382			samson			2.0001200072e-05
383			anoth			0.000210012600756
384			domest			0.000490029401764
385			chapter			0.000120007200432
386			tabl			0.00163009780587
387			kitti			0.000120007200432
388			wind			0.000420025201512
389			honda			0.00113006780407
390			relax			4.0002400144e-05
391			puzzl			0.000360021601296
392			akon			0.000140008400504
393			start			0.00103006180371
394			renew			0.000190011400684
395			month			0.000390023401404
396			funkoar			1.0000600036e-05
397			tie			0.000140008400504
398			8			0.00185011100666
399			thing			0.000910054603276
400			life			0.00188011280677
401			global			0.000620037202232
402			teacher			0.000590035402124
403			race			0.0018601116067
404			fox			0.00055003300198
405			cream			0.000510030601836
406			firefox			0.000390023401404
407			wat			5.000300018e-05
408			gen			0.00010000600036
409			lai			0.000140008400504
410			beckett			2.0001200072e-05
411			oper			0.000530031801908
412			11			0.000610036602196
413			mobil			0.00405024301458
414			cartilag			4.0002400144e-05
415			pain			0.00108006480389
416			research			0.000370022201332
417			wheeli			4.0002400144e-05
418			divers			8.0004800288e-05
419			copi			0.000670040202412
420			share			0.00122007320439
421			men			0.00160009600576
422			medina			5.000300018e-05
423			check			0.000940056403384
424			lollipop			3.0001800108e-05
425			banner			0.00015000900054
426			op			0.000110006600396
427			driver			0.00451027061624
428			cruis			0.00112006720403
429			histori			0.00205012300738
430			ii7			6.0003600216e-05
431			playmat			2.0001200072e-05
432			continu			8.0004800288e-05
433			legend			0.000240014400864
434			kid			0.00302018121087
435			endometriosi			2.0001200072e-05
436			dictaphon			2.0001200072e-05
437			2003			0.00147008820529
438			ladi			0.00112006720403
439			countri			0.00131007860472
440			matthew			0.000190011400684
441			changi			6.0003600216e-05
442			week			0.000940056403384
443			dr			0.00107006420385
444			burn			0.000820049202952
445			lean			8.0004800288e-05
446			dresss			2.0001200072e-05
447			dollar			0.000840050403024
448			wallpap			0.00174010440626
449			align			5.000300018e-05
450			cambodian			2.0001200072e-05
451			angel			0.000760045602736
452			north			0.00141008460508
453			famili			0.00251015060904
454			brother			0.000860051603096
455			stomach			0.00015000900054
456			stori			0.00194011640698
457			quantum			0.000120007200432
458			academi			0.000340020401224
459			caught			9.0005400324e-05
460			present			0.000310018601116
461			17			0.00035002100126
462			space			0.000680040802448
463			similar			6.0003600216e-05
464			believ			4.0002400144e-05
465			eat			0.000580034802088
466			dai			0.0031101866112
467			contact			0.000820049202952
468			radio			0.00213012780767
469			photoshop			0.000790047402844
470			insid			0.00020001200072
471			evid			0.00010000600036
472			12			0.00060003600216
473			critiqu			2.0001200072e-05
474			pc			0.003610216613
475			alphabet			0.000160009600576
476			panic			6.0003600216e-05
477			x58			4.0002400144e-05
478			militari			0.000230013800828
479			weep			6.0003600216e-05
480			pathophysiolog			8.0004800288e-05
481			porn			0.00502030121807
482			career			0.000790047402844
483			connect			0.00146008760526
484			born			0.000190011400684
485			uk			0.00272016320979
486			sin			0.00015000900054
487			theori			0.000420025201512
488			asthamat			1.0000600036e-05
489			widget			7.0004200252e-05
490			poppi			3.0001800108e-05
491			understand			0.000120007200432
492			write			0.00129007740464
493			star			0.00233013980839
494			past			0.000220013200792
495			spinach			0.000110006600396
496			composit			8.0004800288e-05
497			boat			0.00187011220673
498			hard			0.0011400684041
499			doctor			0.000470028201692
500			median			2.0001200072e-05
501			retail			0.000440026401584
502			workplac			0.000290017401044
503			big			0.00156009360562
504			franchis			0.000180010800648
505			sale			0.012230733844
506			monopoli			0.000140008400504
507			pregnant			0.000710042602556
508			counter			0.000260015600936
509			popul			0.000430025801548
510			wiki			0.000670040202412
511			accentu			1.0000600036e-05
512			pimp			8.0004800288e-05
513			tuberculosi			1.0000600036e-05
514			weed			0.000220013200792
515			recip			0.00851051063064
516			hand			0.00138008280497
517			avoid			0.000110006600396
518			spin			0.000180010800648
519			charg			0.000330019801188
520			fix			0.000670040202412
521			manag			0.00344020641238
522			gig			9.0005400324e-05
523			heart			0.000820049202952
524			latest			0.00109006540392
525			rdp			7.0004200252e-05
526			dive			0.000330019801188
527			magnum			5.000300018e-05
528			bodi			0.0016100966058
529			weight			0.00103006180371
530			appl			0.00105006300378
531			governor			7.0004200252e-05
532			chanc			9.0005400324e-05
533			michael			0.000780046802808
534			lot			0.000140008400504
535			line			0.00169010140608
536			shop			0.00493029581775
537			method			0.000390023401404
538			laptop			0.00171010260616
539			queri			0.00015000900054
540			sticker			0.00015000900054
541			tel			6.0003600216e-05
542			hang			0.000210012600756
543			sell			0.00065003900234
544			fisher			0.00040002400144
545			gear			0.00085005100306
546			congratul			4.0002400144e-05
547			wd			0.0002500150009
548			fuck			0.0010000600036
549			knit			0.000630037802268
550			lord			0.000440026401584
551			cheapest			0.000380022801368
552			road			0.00244014640878
553			subaru			0.000410024601476
554			republ			4.0002400144e-05
555			rise			0.000310018601116
556			brain			0.0002500150009
557			valu			0.000730043802628
558			height			0.000320019201152
559			mechan			0.000280016801008
560			year			0.00178010680641
561			grand			0.00130007800468
562			elig			0.000110006600396
563			interest			0.00070004200252
564			rosari			3.0001800108e-05
565			conduct			0.000110006600396
566			capac			0.000140008400504
567			parti			0.00166009960598
568			matur			0.000410024601476
569			call			0.0013600816049
570			anta			1.0000600036e-05
571			excus			1.0000600036e-05
572			accommad			4.0002400144e-05
573			maze			8.0004800288e-05
574			seiz			3.0001800108e-05
575			south			0.00362021721303
576			honeymoon			4.0002400144e-05
577			percentag			0.000120007200432
578			ip			0.000630037802268
579			skinni			0.00010000600036
580			zinc			9.0005400324e-05
581			trevor			5.000300018e-05
582			endep			1.0000600036e-05
583			east			0.000670040202412
584			implant			0.000190011400684
585			dictonari			1.0000600036e-05
586			200			0.000160009600576
587			ann			0.000280016801008
588			ikki			1.0000600036e-05
589			releas			0.000970058203492
590			realli			0.00010000600036
591			deserv			2.0001200072e-05
592			thi			0.000630037802268
593			sai			0.000630037802268
594			math			0.00102006120367
595			mysql			0.000230013800828
596			viru			0.000540032401944
597			furnitur			0.00210012600756
598			detail			0.000220013200792
599			depress			0.000280016801008
600			read			0.00106006360382
601			turbin			0.00010000600036
602			field			0.000360021601296
603			becom			0.000360021601296
604			screenshot			7.0004200252e-05
605			printer			0.00121007260436
606			ear			0.000390023401404
607			dragonbal			0.0002500150009
608			everyth			6.0003600216e-05
609			common			0.000340020401224
610			student			0.000940056403384
611			twilight			0.000520031201872
612			vbscript			0.000140008400504
613			itali			0.000410024601476
614			tax			0.00158009480569
615			weather			0.00330019801188
616			girlsgogam			1.0000600036e-05
617			carrum			2.0001200072e-05
618			tempest			2.0001200072e-05
619			cost			0.00132007920475
620			cupcak			0.000240014400864
621			board			0.000960057603456
622			monitor			0.00090005400324
623			clash			2.0001200072e-05
624			skirt			0.00015000900054
625			hook			0.000130007800468
626			furnish			0.00010000600036
627			microsoft			0.00347020821249
628			pgp			1.0000600036e-05
629			calori			0.000370022201332
630			08			0.000160009600576
631			hu			2.0001200072e-05
632			super			0.00147008820529
633			post			0.00337020221213
634			nightmar			4.0002400144e-05
635			woman			0.0005000300018
636			war			0.00282016921015
637			freez			0.000210012600756
638			vintag			0.000410024601476
639			oc			0.00010000600036
640			pronunci			8.0004800288e-05
641			migrat			0.000210012600756
642			caravan			0.00267016020961
643			xceed			2.0001200072e-05
644			section			0.000120007200432
645			headach			0.00010000600036
646			punjabi			0.000230013800828
647			nz			0.00144008640518
648			9600gt			5.000300018e-05
649			replac			0.000690041402484
650			rugbi			0.00110006600396
651			removalo			2.0001200072e-05
652			houe			3.0001800108e-05
653			idea			0.001390083405
654			eric			0.000230013800828
655			io			3.0001800108e-05
656			devil			0.000140008400504
657			processor			0.000210012600756
658			runescap			0.000720043202592
659			celebr			0.000590035402124
660			face			0.00060003600216
661			bold			0.000440026401584
662			seri			0.00138008280497
663			holden			0.00122007320439
664			constip			6.0003600216e-05
665			import			0.000840050403024
666			pic			0.00232013920835
667			airfar			0.000530031801908
668			paul			0.000630037802268
669			stimulu			0.000890053403204
670			grain			0.00010000600036
671			sf			2.0001200072e-05
672			liberum			1.0000600036e-05
673			doc			0.000220013200792
674			drass			2.0001200072e-05
675			skill			0.00055003300198
676			viscos			2.0001200072e-05
677			council			0.00209012540752
678			vilolefranch			1.0000600036e-05
679			spank			0.00010000600036
680			implic			2.0001200072e-05
681			chicken			0.001390083405
682			accommd			2.0001200072e-05
683			hygien			7.0004200252e-05
684			onlin			0.0165909954597
685			loadit			1.0000600036e-05
686			myspac			0.00188011280677
687			40			0.000370022201332
688			piec			0.000180010800648
689			brisban			0.0109406564394
690			niagara			7.0004200252e-05
691			milk			0.00045002700162
692			readi			0.000190011400684
693			hitler			0.000130007800468
694			illeg			3.0001800108e-05
695			part			0.00338020281217
696			lock			0.000540032401944
697			choos			0.000130007800468
698			destruct			4.0002400144e-05
699			mod			0.00085005100306
700			tcm			3.0001800108e-05
701			art			0.00207012420745
702			victoria			0.00562033722023
703			court			0.000830049802988
704			parrot			0.00015000900054
705			iphon			0.00216012960778
706			hy			1.0000600036e-05
707			jew			6.0003600216e-05
708			pregnanc			0.000770046202772
709			subscrib			2.0001200072e-05
710			scooter			0.000390023401404
711			aspx			5.000300018e-05
712			wake			8.0004800288e-05
713			internet			0.0033902034122
714			ma			0.00010000600036
715			cockatiel			4.0002400144e-05
716			obtain			2.0001200072e-05
717			outsid			8.0004800288e-05
718			anyon			6.0003600216e-05
719			bookmark			5.000300018e-05
720			border			0.000310018601116
721			chipmunk			2.0001200072e-05
722			dishwash			0.000280016801008
723			australian			0.0078604716283
724			cat			0.0013600816049
725			gibraltar			1.0000600036e-05
726			transport			0.00127007620457
727			hei			0.000170010200612
728			god			0.000470028201692
729			independ			0.000120007200432
730			thei			0.000240014400864
731			data			0.00102006120367
732			airport			0.00313018781127
733			mass			0.000180010800648
734			tv			0.00559033542013
735			lisen			1.0000600036e-05
736			2nd			0.0002500150009
737			13			0.000240014400864
738			gotta			2.0001200072e-05
739			edit			0.00107006420385
740			melt			5.000300018e-05
741			spec			0.000420025201512
742			speech			0.000390023401404
743			somewher			1.0000600036e-05
744			enhanc			0.00010000600036
745			give			0.000280016801008
746			gallston			5.000300018e-05
747			marina			0.000110006600396
748			theme			0.00210012600756
749			egyptian			0.000310018601116
750			domian			1.0000600036e-05
751			societi			0.000520031201872
752			coolangatta			0.000190011400684
753			open			0.00228013680821
754			jersei			0.000190011400684
755			hamish			5.000300018e-05
756			measur			0.000370022201332
757			cord			9.0005400324e-05
758			gather			5.000300018e-05
759			bend			0.00010000600036
760			hire			0.00312018721123
761			fire			0.0012500750045
762			local			0.000590035402124
763			dii			0.000430025801548
764			mark			0.000710042602556
765			peni			0.000360021601296
766			van			0.000480028801728
767			youth			0.000370022201332
768			transfer			0.000770046202772
769			wrong			8.0004800288e-05
770			mart			8.0004800288e-05
771			grave			1.0000600036e-05
772			symtom			2.0001200072e-05
773			size			0.00162009720583
774			cigar			1.0000600036e-05
775			supplier			0.000720043202592
776			hip			0.0002500150009
777			sexi			0.00123007380443
778			bachelor			0.000160009600576
779			craft			0.000720043202592
780			broadband			0.000990059403564
781			shepparton			0.000130007800468
782			mould			0.000130007800468
783			hwo			3.0001800108e-05
784			wicca			1.0000600036e-05
785			intel			0.000490029401764
786			greg			7.0004200252e-05
787			alwai			0.000120007200432
788			holidai			0.00356021361282
789			biggest			0.000530031801908
790			incest			0.000230013800828
791			loader			0.000130007800468
792			trim			0.000120007200432
793			inform			0.00119007140428
794			compani			0.00142008520511
795			hors			0.00163009780587
796			ministri			0.000120007200432
797			interior			0.0002500150009
798			depart			0.00105006300378
799			illus			8.0004800288e-05
800			ring			0.00109006540392
801			valium			2.0001200072e-05
802			salmon			0.000170010200612
803			vagina			0.000190011400684
804			damn			4.0002400144e-05
805			drive			0.0026401584095
806			stardock			2.0001200072e-05
807			meat			0.00045002700162
808			bill			0.000410024601476
809			evelyn			4.0002400144e-05
810			ubuntu			0.000180010800648
811			top			0.0035002100126
812			plai			0.00218013080785
813			boxer			5.000300018e-05
814			motorbik			0.000530031801908
815			true			0.000390023401404
816			mover			5.000300018e-05
817			length			0.000120007200432
818			thai			0.000740044402664
819			vic			0.00220013200792
820			slide			0.000420025201512
821			marriag			0.000370022201332
822			onsit			1.0000600036e-05
823			avi			0.00060003600216
824			autumn			0.00010000600036
825			imag			0.00158009480569
826			mask			0.000190011400684
827			bbc			0.000560033602016
828			step			0.00055003300198
829			onli			0.00101006060364
830			univers			0.0023601416085
831			gem			0.00015000900054
832			figur			0.000280016801008
833			net			0.000810048602916
834			gordon			0.000120007200432
835			hobbi			0.000190011400684
836			shorton			1.0000600036e-05
837			user			0.000710042602556
838			stargaz			1.0000600036e-05
839			multimedia			6.0003600216e-05
840			miller			0.00015000900054
841			horizon			8.0004800288e-05
842			breaker			6.0003600216e-05
843			boot			0.00116006960418
844			stone			0.00060003600216
845			platinum			0.000360021601296
846			latitud			0.000110006600396
847			extern			0.000320019201152
848			battl			0.000460027601656
849			swear			2.0001200072e-05
850			webpag			7.0004200252e-05
851			malici			3.0001800108e-05
852			mine			0.000730043802628
853			closer			3.0001800108e-05
854			arm			0.000360021601296
855			function			0.000420025201512
856			bsod			3.0001800108e-05
857			accomod			0.0011400684041
858			director			0.000240014400864
859			airbend			5.000300018e-05
860			coloni			0.00015000900054
861			carrier			0.000140008400504
862			100			0.00095005700342
863			methodolog			4.0002400144e-05
864			sue			8.0004800288e-05
865			cut			0.000570034202052
866			polici			0.000730043802628
867			vote			4.0002400144e-05
868			load			0.000470028201692
869			tomato			0.00020001200072
870			file			0.00346020761246
871			reset			0.00035002100126
872			transmitt			0.000140008400504
873			brazier			2.0001200072e-05
874			raindrop			3.0001800108e-05
875			mortgag			0.00030001800108
876			coorong			1.0000600036e-05
877			treehous			2.0001200072e-05
878			hawthorn			0.00010000600036
879			enter			0.000260015600936
880			search			0.002500150009
881			improv			0.000270016200972
882			audio			0.00107006420385
883			harden			1.0000600036e-05
884			psp			0.000930055803348
885			format			0.000580034802088
886			china			0.000880052803168
887			eastbound			1.0000600036e-05
888			kidnei			0.000170010200612
889			shenzhen			4.0002400144e-05
890			outlook			0.00180010800648
891			kill			0.00040002400144
892			pictuer			1.0000600036e-05
893			fact			0.000770046202772
894			spiritu			0.00015000900054
895			entitl			8.0004800288e-05
896			movieton			2.0001200072e-05
897			luke			0.000120007200432
898			bandwidth			5.000300018e-05
899			marvel			0.00010000600036
900			volcano			7.0004200252e-05
901			communion			7.0004200252e-05
902			tale			0.000130007800468
903			killer			0.00015000900054
904			great			0.00080004800288
905			1200			9.0005400324e-05
906			code			0.00398023881433
907			join			0.000260015600936
908			japan			0.000640038402304
909			famou			0.00060003600216
910			chelsea			8.0004800288e-05
911			kei			0.001390083405
912			season			0.00204012240734
913			card			0.00457027421645
914			color			0.00065003900234
915			congresto			1.0000600036e-05
916			paper			0.00152009120547
917			presid			0.000120007200432
918			hepat			5.000300018e-05
919			dhaka			1.0000600036e-05
920			pilar			2.0001200072e-05
921			deal			0.0011400684041
922			chihuahua			6.0003600216e-05
923			scott			0.000240014400864
924			russel			0.0002500150009
925			mous			0.00055003300198
926			hair			0.00181010860652
927			treatment			0.000780046802808
928			longest			6.0003600216e-05
929			seller			6.0003600216e-05
930			abercrombi			5.000300018e-05
931			statutori			8.0004800288e-05
932			complet			0.000340020401224
933			istanbul			8.0004800288e-05
934			embassi			0.000460027601656
935			screen			0.00155009300558
936			print			0.00132007920475
937			wrestl			0.00020001200072
938			dictionari			0.001110066604
939			master			0.00070004200252
940			buss			6.0003600216e-05
941			celsiu			3.0001800108e-05
942			send			0.000360021601296
943			anim			0.00213012780767
944			support			0.00118007080425
945			coven			4.0002400144e-05
946			channel			0.00170010200612
947			melboun			1.0000600036e-05
948			notic			0.000220013200792
949			spywar			0.000170010200612
950			alon			0.000140008400504
951			panda			8.0004800288e-05
952			leg			0.000310018601116
953			kl			6.0003600216e-05
954			remot			0.00105006300378
955			noonga			1.0000600036e-05
956			grade			0.000270016200972
957			cd			0.00133007980479
958			stai			0.000260015600936
959			access			0.00135008100486
960			theseu			1.0000600036e-05
961			pack			0.00119007140428
962			spyro			9.0005400324e-05
963			process			0.00065003900234
964			bangladesh			6.0003600216e-05
965			bachelorett			3.0001800108e-05
966			itun			0.00070004200252
967			tiffani			0.000120007200432
968			swap			0.000160009600576
969			firm			0.000130007800468
970			nightclub			0.000130007800468
971			giveawai			5.000300018e-05
972			test			0.0028901734104
973			wire			0.000720043202592
974			adhd			4.0002400144e-05
975			fun			0.000680040802448
976			pat			0.000110006600396
977			mp4			0.000290017401044
978			trinni			2.0001200072e-05
979			system			0.00331019861192
980			veget			0.000410024601476
981			transexu			4.0002400144e-05
982			si			0.00010000600036
983			timeshar			3.0001800108e-05
984			cheek			2.0001200072e-05
985			wmv			0.000120007200432
986			greek			0.00065003900234
987			wild			0.000470028201692
988			supers			2.0001200072e-05
989			sea			0.000590035402124
990			wed			0.00316018961138
991			donkei			0.000140008400504
992			style			0.000980058803528
993			shake			0.000130007800468
994			combat			0.000170010200612
995			area			0.000910054603276
996			kingdom			0.000230013800828
997			macedonian			6.0003600216e-05
998			crash			0.000480028801728
999			exercis			0.000670040202412
1000			black			0.00196011760706
1001			mac			0.00065003900234
1002			john			0.00180010800648
1003			bedroom			0.000470028201692
1004			pathwai			7.0004200252e-05
1005			calm			2.0001200072e-05
1006			fibr			0.000130007800468
1007			mauric			3.0001800108e-05
1008			philosophi			4.0002400144e-05
1009			west			0.00153009180551
1010			diseas			0.00065003900234
1011			frai			7.0004200252e-05
