Node 1			Node 2			P(12)
14081			3345			1.0000800064e-05
42042			42044			1.0000800064e-05
31142			31144			1.0000800064e-05
41553			41554			1.0000800064e-05
10110			697			1.0000800064e-05
6399			87			1.0000800064e-05
33352			33353			1.0000800064e-05
198			5466			2.0001600128e-05
10541			32637			1.0000800064e-05
2732			6215			2.0001600128e-05
43011			5652			1.0000800064e-05
16230			5202			1.0000800064e-05
6526			8200			1.0000800064e-05
4986			959			1.0000800064e-05
1595			6022			1.0000800064e-05
11609			2137			1.0000800064e-05
3526			4142			2.0001600128e-05
18901			291			1.0000800064e-05
33960			33961			2.0001600128e-05
21338			3196			1.0000800064e-05
24672			24673			1.0000800064e-05
2592			7998			2.0001600128e-05
12116			1536			1.0000800064e-05
7460			8432			1.0000800064e-05
1000			902			1.0000800064e-05
20668			25815			1.0000800064e-05
23458			7380			1.0000800064e-05
42144			43067			1.0000800064e-05
27853			33430			1.0000800064e-05
30339			30340			1.0000800064e-05
459			5773			1.0000800064e-05
2473			2978			1.0000800064e-05
11			4354			1.0000800064e-05
12359			629			3.0002400192e-05
14751			27184			1.0000800064e-05
44148			44149			1.0000800064e-05
3485			4431			1.0000800064e-05
3671			398			1.0000800064e-05
2773			8425			1.0000800064e-05
27292			3510			1.0000800064e-05
14729			15			1.0000800064e-05
28743			28744			1.0000800064e-05
22916			22917			1.0000800064e-05
1239			7357			1.0000800064e-05
23686			23687			1.0000800064e-05
1842			35701			1.0000800064e-05
34054			44259			1.0000800064e-05
291			29293			1.0000800064e-05
11456			29419			1.0000800064e-05
162			60			1.0000800064e-05
18430			6560			1.0000800064e-05
13710			5183			1.0000800064e-05
13028			5924			1.0000800064e-05
234			7774			1.0000800064e-05
22739			29410			1.0000800064e-05
12138			2131			1.0000800064e-05
40674			40676			1.0000800064e-05
407			819			1.0000800064e-05
2736			881			1.0000800064e-05
10392			3894			1.0000800064e-05
249			2514			4.0003200256e-05
25744			7792			1.0000800064e-05
12971			19179			1.0000800064e-05
39284			4202			1.0000800064e-05
1406			7718			2.0001600128e-05
1838			4948			1.0000800064e-05
35408			46720			1.0000800064e-05
1283			47540			1.0000800064e-05
17240			17241			1.0000800064e-05
49356			999			1.0000800064e-05
44810			44811			1.0000800064e-05
24632			333			1.0000800064e-05
12761			7056			1.0000800064e-05
2515			25950			1.0000800064e-05
414			438			1.0000800064e-05
45387			45388			1.0000800064e-05
40127			5068			1.0000800064e-05
11759			14902			1.0000800064e-05
28800			8484			1.0000800064e-05
177			20865			1.0000800064e-05
11564			640			1.0000800064e-05
318			6270			1.0000800064e-05
13631			8969			1.0000800064e-05
2326			4431			3.0002400192e-05
182			8665			1.0000800064e-05
21435			442			3.0002400192e-05
2921			6306			1.0000800064e-05
18212			3125			1.0000800064e-05
7536			7730			1.0000800064e-05
3463			898			1.0000800064e-05
35149			5848			1.0000800064e-05
49626			770			1.0000800064e-05
4295			4498			2.0001600128e-05
20037			3381			1.0000800064e-05
2070			23694			1.0000800064e-05
10724			24479			1.0000800064e-05
1574			5974			4.0003200256e-05
4113			49416			1.0000800064e-05
2706			8861			5.000400032e-05
14964			2857			1.0000800064e-05
146			20492			1.0000800064e-05
45511			45512			1.0000800064e-05
22710			22712			1.0000800064e-05
169			32312			1.0000800064e-05
44225			44226			1.0000800064e-05
11268			290			1.0000800064e-05
10529			755			1.0000800064e-05
33480			33482			1.0000800064e-05
1501			16065			1.0000800064e-05
44776			8622			1.0000800064e-05
35380			803			1.0000800064e-05
42421			42422			1.0000800064e-05
21534			865			1.0000800064e-05
16654			16770			2.0001600128e-05
3565			3567			1.0000800064e-05
16542			38765			1.0000800064e-05
208			7515			1.0000800064e-05
22502			8996			1.0000800064e-05
12509			33022			1.0000800064e-05
4299			50271			1.0000800064e-05
8976			974			1.0000800064e-05
554			8279			1.0000800064e-05
38804			47210			1.0000800064e-05
2170			639			1.0000800064e-05
30990			30991			1.0000800064e-05
27519			90			1.0000800064e-05
1515			5370			1.0000800064e-05
16507			9325			1.0000800064e-05
1703			29514			1.0000800064e-05
10573			1950			1.0000800064e-05
13426			1709			1.0000800064e-05
12273			16383			1.0000800064e-05
26195			26197			1.0000800064e-05
18770			31958			1.0000800064e-05
3			33169			1.0000800064e-05
3477			864			1.0000800064e-05
142			143			1.0000800064e-05
17975			17976			2.0001600128e-05
1149			4			0.000260020801664
12028			23973			1.0000800064e-05
22339			29709			1.0000800064e-05
33658			9389			1.0000800064e-05
1792			527			1.0000800064e-05
2111			263			3.0002400192e-05
4136			5893			1.0000800064e-05
17972			209			1.0000800064e-05
49363			49364			1.0000800064e-05
43513			47007			1.0000800064e-05
2371			29810			1.0000800064e-05
1119			3234			3.0002400192e-05
2923			4071			1.0000800064e-05
1489			289			0.00010000800064
40302			7730			1.0000800064e-05
41961			41962			1.0000800064e-05
3976			7621			1.0000800064e-05
16391			470			1.0000800064e-05
2131			4691			1.0000800064e-05
1546			31347			1.0000800064e-05
27931			27932			1.0000800064e-05
4075			654			1.0000800064e-05
2657			27129			1.0000800064e-05
32762			43906			1.0000800064e-05
25264			25265			1.0000800064e-05
2016			38048			1.0000800064e-05
20541			20542			1.0000800064e-05
25588			6814			1.0000800064e-05
32065			910			1.0000800064e-05
1133			40096			1.0000800064e-05
681			919			5.000400032e-05
37806			714			1.0000800064e-05
1104			628			2.0001600128e-05
28625			94			1.0000800064e-05
3267			825			5.000400032e-05
13618			3855			1.0000800064e-05
1162			3084			1.0000800064e-05
3777			5024			1.0000800064e-05
4559			5550			1.0000800064e-05
48820			48821			1.0000800064e-05
2131			8442			1.0000800064e-05
36128			479			1.0000800064e-05
25331			3415			1.0000800064e-05
19413			5837			2.0001600128e-05
45126			45128			1.0000800064e-05
424			6329			3.0002400192e-05
16991			6155			1.0000800064e-05
3085			93			1.0000800064e-05
17170			2133			1.0000800064e-05
1323			2807			4.0003200256e-05
1596			646			1.0000800064e-05
43533			43535			1.0000800064e-05
10479			2451			1.0000800064e-05
1497			28062			1.0000800064e-05
3912			9850			1.0000800064e-05
1658			8136			2.0001600128e-05
1465			46911			1.0000800064e-05
35903			35904			1.0000800064e-05
18780			33845			1.0000800064e-05
1750			28778			1.0000800064e-05
24635			648			1.0000800064e-05
5344			76			1.0000800064e-05
1683			17056			1.0000800064e-05
16496			3069			3.0002400192e-05
10773			19436			2.0001600128e-05
1200			43807			1.0000800064e-05
41933			41934			1.0000800064e-05
3229			3292			1.0000800064e-05
15833			3431			2.0001600128e-05
3617			50341			1.0000800064e-05
40			8751			1.0000800064e-05
30661			30662			1.0000800064e-05
1143			4181			1.0000800064e-05
4955			9234			1.0000800064e-05
247			31955			1.0000800064e-05
3239			535			1.0000800064e-05
1511			1784			1.0000800064e-05
5721			9039			1.0000800064e-05
646			647			5.000400032e-05
30215			30216			1.0000800064e-05
12057			6400			2.0001600128e-05
1598			22220			1.0000800064e-05
15363			3056			1.0000800064e-05
1320			2069			1.0000800064e-05
169			26132			1.0000800064e-05
1303			3565			1.0000800064e-05
46879			46880			1.0000800064e-05
17197			7244			1.0000800064e-05
14825			158			2.0001600128e-05
1843			38739			1.0000800064e-05
1282			44889			1.0000800064e-05
1337			7267			1.0000800064e-05
4654			8073			1.0000800064e-05
2383			2757			8.0006400512e-05
29546			4600			1.0000800064e-05
24505			268			1.0000800064e-05
16714			6581			1.0000800064e-05
1577			1802			1.0000800064e-05
32453			5271			1.0000800064e-05
16283			16285			1.0000800064e-05
5162			7416			1.0000800064e-05
11672			6341			1.0000800064e-05
3459			3735			1.0000800064e-05
45147			45149			1.0000800064e-05
1785			24763			1.0000800064e-05
31729			31730			1.0000800064e-05
2454			3526			1.0000800064e-05
23358			781			1.0000800064e-05
2577			27358			1.0000800064e-05
27944			27945			1.0000800064e-05
24332			24333			1.0000800064e-05
33884			3479			2.0001600128e-05
16159			18948			1.0000800064e-05
19229			406			1.0000800064e-05
1204			2650			1.0000800064e-05
22827			22828			1.0000800064e-05
2350			6341			2.0001600128e-05
17608			3510			1.0000800064e-05
2692			32058			1.0000800064e-05
48505			48506			1.0000800064e-05
48490			48491			1.0000800064e-05
26267			412			1.0000800064e-05
1711			5743			1.0000800064e-05
3256			3333			7.0005600448e-05
47766			47825			1.0000800064e-05
1855			495			2.0001600128e-05
12134			1638			1.0000800064e-05
39155			4541			1.0000800064e-05
42323			42325			1.0000800064e-05
1871			714			4.0003200256e-05
29266			709			1.0000800064e-05
20444			25252			1.0000800064e-05
2025			38242			1.0000800064e-05
24029			45291			1.0000800064e-05
4464			583			2.0001600128e-05
8372			8475			1.0000800064e-05
1121			17096			1.0000800064e-05
31079			48118			1.0000800064e-05
18372			671			1.0000800064e-05
1105			47961			1.0000800064e-05
5778			6964			1.0000800064e-05
29280			29281			1.0000800064e-05
49590			658			1.0000800064e-05
22468			22469			1.0000800064e-05
2794			37333			1.0000800064e-05
16159			2496			1.0000800064e-05
36388			36390			1.0000800064e-05
15493			2625			1.0000800064e-05
47563			47564			1.0000800064e-05
366			46882			1.0000800064e-05
1269			15770			1.0000800064e-05
1161			4448			1.0000800064e-05
13434			6271			0.000180014401152
1666			2839			1.0000800064e-05
40103			40105			1.0000800064e-05
22327			24854			1.0000800064e-05
20068			559			1.0000800064e-05
15419			24912			1.0000800064e-05
50064			50066			1.0000800064e-05
41477			41478			1.0000800064e-05
1989			2341			1.0000800064e-05
874			936			8.0006400512e-05
11576			1252			1.0000800064e-05
11671			721			2.0001600128e-05
22936			22937			1.0000800064e-05
28897			28899			1.0000800064e-05
5467			6522			1.0000800064e-05
2512			30906			2.0001600128e-05
36297			7778			1.0000800064e-05
20723			222			1.0000800064e-05
329			7665			1.0000800064e-05
30772			94			1.0000800064e-05
13697			21225			1.0000800064e-05
23435			23437			1.0000800064e-05
35293			35294			1.0000800064e-05
30933			871			1.0000800064e-05
105			23498			1.0000800064e-05
12463			5267			1.0000800064e-05
2034			5562			2.0001600128e-05
31731			4571			1.0000800064e-05
48456			48457			1.0000800064e-05
4600			5441			4.0003200256e-05
42869			42870			1.0000800064e-05
12544			4522			1.0000800064e-05
3273			9111			1.0000800064e-05
1336			16361			3.0002400192e-05
29685			4064			2.0001600128e-05
412			935			1.0000800064e-05
2133			9085			2.0001600128e-05
170			3436			1.0000800064e-05
14963			9421			1.0000800064e-05
23728			23730			1.0000800064e-05
3206			8950			1.0000800064e-05
38071			534			1.0000800064e-05
16968			604			4.0003200256e-05
16635			40508			1.0000800064e-05
1585			28674			1.0000800064e-05
1820			576			0.000320025602048
2195			7227			1.0000800064e-05
41670			41671			1.0000800064e-05
12515			633			1.0000800064e-05
28990			4055			1.0000800064e-05
1669			34087			1.0000800064e-05
18089			18090			1.0000800064e-05
1161			29598			1.0000800064e-05
31935			3487			1.0000800064e-05
2131			7014			1.0000800064e-05
2067			4010			1.0000800064e-05
1061			9441			1.0000800064e-05
251			8298			1.0000800064e-05
6341			689			1.0000800064e-05
1359			49838			1.0000800064e-05
1914			5452			1.0000800064e-05
5088			6079			2.0001600128e-05
46632			46634			1.0000800064e-05
22486			599			1.0000800064e-05
13525			52			1.0000800064e-05
30571			879			1.0000800064e-05
34722			34723			1.0000800064e-05
31394			47490			1.0000800064e-05
41835			41836			1.0000800064e-05
10635			2031			1.0000800064e-05
19245			34054			1.0000800064e-05
10774			1762			1.0000800064e-05
14126			8014			1.0000800064e-05
706			7363			1.0000800064e-05
1732			4694			1.0000800064e-05
22894			3716			1.0000800064e-05
149			2553			0.000270021601728
234			6150			3.0002400192e-05
15942			1916			1.0000800064e-05
21875			4497			0.000120009600768
7291			7907			1.0000800064e-05
40831			40832			1.0000800064e-05
12246			1709			1.0000800064e-05
1858			24480			1.0000800064e-05
1550			4882			2.0001600128e-05
31704			31705			1.0000800064e-05
22343			22344			1.0000800064e-05
12043			22347			1.0000800064e-05
13263			4969			1.0000800064e-05
4246			45904			1.0000800064e-05
449			45134			1.0000800064e-05
21406			6236			1.0000800064e-05
35553			35554			1.0000800064e-05
16034			8778			1.0000800064e-05
1536			3924			1.0000800064e-05
21041			21042			1.0000800064e-05
10882			23869			1.0000800064e-05
27609			27610			1.0000800064e-05
537			8148			1.0000800064e-05
11394			2611			1.0000800064e-05
12519			3284			2.0001600128e-05
8904			918			1.0000800064e-05
263			6731			1.0000800064e-05
2904			4514			1.0000800064e-05
242			3302			2.0001600128e-05
189			26311			1.0000800064e-05
37340			735			1.0000800064e-05
39431			39432			1.0000800064e-05
24739			4670			1.0000800064e-05
36944			4562			3.0002400192e-05
194			29056			1.0000800064e-05
6067			6640			1.0000800064e-05
32020			39993			1.0000800064e-05
2524			6632			1.0000800064e-05
1395			8148			1.0000800064e-05
26828			4468			1.0000800064e-05
2868			7637			1.0000800064e-05
47270			47271			1.0000800064e-05
2994			37645			1.0000800064e-05
25732			30666			1.0000800064e-05
33837			8534			1.0000800064e-05
40359			40361			1.0000800064e-05
5414			5744			1.0000800064e-05
45320			94			1.0000800064e-05
20431			268			1.0000800064e-05
560			6998			1.0000800064e-05
262			29885			1.0000800064e-05
1704			1705			0.00015001200096
36086			7972			1.0000800064e-05
40541			510			1.0000800064e-05
10798			766			1.0000800064e-05
48252			48253			1.0000800064e-05
17906			17907			1.0000800064e-05
26838			26839			1.0000800064e-05
14540			369			1.0000800064e-05
34555			34556			1.0000800064e-05
2058			40985			1.0000800064e-05
15965			3592			1.0000800064e-05
4413			8027			1.0000800064e-05
571			8027			1.0000800064e-05
22949			886			2.0001600128e-05
11421			272			1.0000800064e-05
8176			8534			1.0000800064e-05
6320			6829			2.0001600128e-05
198			7458			1.0000800064e-05
31006			871			1.0000800064e-05
2512			388			4.0003200256e-05
39117			858			1.0000800064e-05
1540			23119			1.0000800064e-05
48108			6			1.0000800064e-05
10061			3088			1.0000800064e-05
19465			560			1.0000800064e-05
6193			869			2.0001600128e-05
2787			3485			1.0000800064e-05
277			8893			1.0000800064e-05
34483			38889			1.0000800064e-05
49156			49158			1.0000800064e-05
10082			570			1.0000800064e-05
25015			37835			1.0000800064e-05
15892			6811			1.0000800064e-05
2013			6025			1.0000800064e-05
17800			6058			1.0000800064e-05
31678			6175			1.0000800064e-05
299			8559			1.0000800064e-05
22119			5592			1.0000800064e-05
14874			15064			1.0000800064e-05
1183			31275			1.0000800064e-05
22655			22656			1.0000800064e-05
47216			47217			1.0000800064e-05
44278			44279			1.0000800064e-05
1884			317			1.0000800064e-05
18269			506			1.0000800064e-05
138			32999			2.0001600128e-05
16814			4811			1.0000800064e-05
15699			4624			1.0000800064e-05
1637			2366			1.0000800064e-05
10143			2258			1.0000800064e-05
10917			2699			1.0000800064e-05
26290			7336			1.0000800064e-05
264			5648			1.0000800064e-05
10021			6745			1.0000800064e-05
4125			746			1.0000800064e-05
1942			7165			2.0001600128e-05
114			24114			1.0000800064e-05
1505			44739			1.0000800064e-05
4200			9375			1.0000800064e-05
112			12920			1.0000800064e-05
1712			6788			5.000400032e-05
18569			25972			1.0000800064e-05
10960			11017			1.0000800064e-05
1225			19582			1.0000800064e-05
18776			8216			1.0000800064e-05
25260			667			1.0000800064e-05
22074			4668			1.0000800064e-05
24479			549			4.0003200256e-05
28525			663			1.0000800064e-05
17371			9848			1.0000800064e-05
30719			8961			1.0000800064e-05
25830			7828			1.0000800064e-05
68			9806			1.0000800064e-05
35356			35357			1.0000800064e-05
155			38901			1.0000800064e-05
27365			27366			1.0000800064e-05
2663			28879			1.0000800064e-05
1059			5528			1.0000800064e-05
17727			591			1.0000800064e-05
697			7287			1.0000800064e-05
1479			15730			1.0000800064e-05
1017			870			1.0000800064e-05
291			29919			1.0000800064e-05
10890			6120			2.0001600128e-05
34818			3526			1.0000800064e-05
3056			36833			1.0000800064e-05
2031			5508			2.0001600128e-05
48974			48975			1.0000800064e-05
45429			45430			1.0000800064e-05
22091			38461			1.0000800064e-05
3519			7239			1.0000800064e-05
27584			37759			1.0000800064e-05
15295			3031			1.0000800064e-05
2857			7903			5.000400032e-05
25787			543			1.0000800064e-05
14302			8175			1.0000800064e-05
2503			27194			1.0000800064e-05
46663			46664			1.0000800064e-05
3393			5104			1.0000800064e-05
183			19389			2.0001600128e-05
14			36365			1.0000800064e-05
12966			22008			1.0000800064e-05
2743			40497			1.0000800064e-05
15			15522			1.0000800064e-05
14137			9840			1.0000800064e-05
16643			16644			1.0000800064e-05
35346			35347			1.0000800064e-05
1403			42481			1.0000800064e-05
47421			47422			1.0000800064e-05
1044			3984			1.0000800064e-05
167			23333			1.0000800064e-05
2010			5363			1.0000800064e-05
16217			771			1.0000800064e-05
248			45996			2.0001600128e-05
184			3022			1.0000800064e-05
1828			3431			9.0007200576e-05
795			9242			2.0001600128e-05
15894			5753			1.0000800064e-05
11239			2667			2.0001600128e-05
30199			34302			1.0000800064e-05
1287			1730			1.0000800064e-05
36840			36841			1.0000800064e-05
280			281			2.0001600128e-05
14534			609			0.000130010400832
24710			957			1.0000800064e-05
14669			895			1.0000800064e-05
149			40253			1.0000800064e-05
19404			208			1.0000800064e-05
