Node 1			Node 2			P(12)
3256			3333			7.0005600448e-05
47766			47825			1.0000800064e-05
1855			495			2.0001600128e-05
42323			42325			1.0000800064e-05
20444			25252			1.0000800064e-05
24029			45291			1.0000800064e-05
31079			48118			1.0000800064e-05
1105			47961			1.0000800064e-05
29280			29281			1.0000800064e-05
49590			658			1.0000800064e-05
22468			22469			1.0000800064e-05
2794			37333			1.0000800064e-05
36388			36390			1.0000800064e-05
47563			47564			1.0000800064e-05
13434			6271			0.000180014401152
40103			40105			1.0000800064e-05
22327			24854			1.0000800064e-05
15419			24912			1.0000800064e-05
50064			50066			1.0000800064e-05
41477			41478			1.0000800064e-05
22936			22937			1.0000800064e-05
28897			28899			1.0000800064e-05
36297			7778			1.0000800064e-05
23435			23437			1.0000800064e-05
35293			35294			1.0000800064e-05
48456			48457			1.0000800064e-05
42869			42870			1.0000800064e-05
1336			16361			3.0002400192e-05
29685			4064			2.0001600128e-05
23728			23730			1.0000800064e-05
38071			534			1.0000800064e-05
16635			40508			1.0000800064e-05
41670			41671			1.0000800064e-05
28990			4055			1.0000800064e-05
18089			18090			1.0000800064e-05
31935			3487			1.0000800064e-05
1359			49838			1.0000800064e-05
46632			46634			1.0000800064e-05
34722			34723			1.0000800064e-05
31394			47490			1.0000800064e-05
41835			41836			1.0000800064e-05
19245			34054			1.0000800064e-05
21875			4497			0.000120009600768
7291			7907			1.0000800064e-05
40831			40832			1.0000800064e-05
31704			31705			1.0000800064e-05
22343			22344			1.0000800064e-05
12043			22347			1.0000800064e-05
13263			4969			1.0000800064e-05
449			45134			1.0000800064e-05
35553			35554			1.0000800064e-05
21041			21042			1.0000800064e-05
10882			23869			1.0000800064e-05
27609			27610			1.0000800064e-05
39431			39432			1.0000800064e-05
24739			4670			1.0000800064e-05
36944			4562			3.0002400192e-05
32020			39993			1.0000800064e-05
26828			4468			1.0000800064e-05
47270			47271			1.0000800064e-05
2994			37645			1.0000800064e-05
25732			30666			1.0000800064e-05
33837			8534			1.0000800064e-05
40359			40361			1.0000800064e-05
36086			7972			1.0000800064e-05
40541			510			1.0000800064e-05
48252			48253			1.0000800064e-05
17906			17907			1.0000800064e-05
26838			26839			1.0000800064e-05
34555			34556			1.0000800064e-05
34483			38889			1.0000800064e-05
49156			49158			1.0000800064e-05
25015			37835			1.0000800064e-05
15892			6811			1.0000800064e-05
17800			6058			1.0000800064e-05
31678			6175			1.0000800064e-05
22119			5592			1.0000800064e-05
14874			15064			1.0000800064e-05
22655			22656			1.0000800064e-05
47216			47217			1.0000800064e-05
44278			44279			1.0000800064e-05
18269			506			1.0000800064e-05
138			32999			2.0001600128e-05
16814			4811			1.0000800064e-05
26290			7336			1.0000800064e-05
1505			44739			1.0000800064e-05
18569			25972			1.0000800064e-05
10960			11017			1.0000800064e-05
24479			549			4.0003200256e-05
17371			9848			1.0000800064e-05
30719			8961			1.0000800064e-05
25830			7828			1.0000800064e-05
35356			35357			1.0000800064e-05
155			38901			1.0000800064e-05
27365			27366			1.0000800064e-05
1479			15730			1.0000800064e-05
10890			6120			2.0001600128e-05
34818			3526			1.0000800064e-05
48974			48975			1.0000800064e-05
45429			45430			1.0000800064e-05
22091			38461			1.0000800064e-05
27584			37759			1.0000800064e-05
14302			8175			1.0000800064e-05
46663			46664			1.0000800064e-05
12966			22008			1.0000800064e-05
16643			16644			1.0000800064e-05
35346			35347			1.0000800064e-05
47421			47422			1.0000800064e-05
248			45996			2.0001600128e-05
15894			5753			1.0000800064e-05
30199			34302			1.0000800064e-05
36840			36841			1.0000800064e-05
280			281			2.0001600128e-05
14534			609			0.000130010400832
17774			17775			1.0000800064e-05
13947			1758			1.0000800064e-05
17142			36185			1.0000800064e-05
39779			6467			1.0000800064e-05
6171			8558			1.0000800064e-05
3903			3904			1.0000800064e-05
29144			29145			1.0000800064e-05
200			20917			5.000400032e-05
22969			22970			1.0000800064e-05
46505			46507			1.0000800064e-05
35147			9990			1.0000800064e-05
19511			8970			1.0000800064e-05
2538			46611			1.0000800064e-05
21785			21786			1.0000800064e-05
35205			8330			1.0000800064e-05
39473			39474			1.0000800064e-05
47958			5366			1.0000800064e-05
31365			31367			1.0000800064e-05
46352			46353			1.0000800064e-05
15511			42265			1.0000800064e-05
15986			28471			2.0001600128e-05
2398			48091			1.0000800064e-05
13788			34955			1.0000800064e-05
41878			41879			1.0000800064e-05
22425			5287			1.0000800064e-05
35484			35485			1.0000800064e-05
12939			40112			1.0000800064e-05
49976			49977			1.0000800064e-05
25319			25321			1.0000800064e-05
42630			42631			1.0000800064e-05
6605			9307			1.0000800064e-05
2913			45216			1.0000800064e-05
28949			47917			1.0000800064e-05
30149			30150			1.0000800064e-05
11297			34473			1.0000800064e-05
36583			4018			1.0000800064e-05
4199			639			2.0001600128e-05
50087			50088			1.0000800064e-05
26993			3981			1.0000800064e-05
41458			41460			1.0000800064e-05
32117			41035			1.0000800064e-05
33185			33187			1.0000800064e-05
33306			33307			1.0000800064e-05
17412			30305			1.0000800064e-05
4006			47483			1.0000800064e-05
48355			48356			1.0000800064e-05
36915			36916			1.0000800064e-05
11420			4150			1.0000800064e-05
49999			5349			1.0000800064e-05
38405			38406			1.0000800064e-05
46458			631			1.0000800064e-05
30162			3299			2.0001600128e-05
20657			25231			1.0000800064e-05
47602			47603			1.0000800064e-05
1511			9883			5.000400032e-05
43345			43346			1.0000800064e-05
47950			49273			1.0000800064e-05
26093			26095			1.0000800064e-05
16680			41469			1.0000800064e-05
23314			23315			1.0000800064e-05
22480			22481			1.0000800064e-05
31923			9150			1.0000800064e-05
2934			44026			1.0000800064e-05
36432			38708			1.0000800064e-05
18990			5755			1.0000800064e-05
39362			6988			1.0000800064e-05
17573			5167			2.0001600128e-05
45621			45623			1.0000800064e-05
20055			9110			2.0001600128e-05
41720			455			1.0000800064e-05
22208			39394			1.0000800064e-05
39409			39410			1.0000800064e-05
43261			43262			1.0000800064e-05
43139			43140			1.0000800064e-05
2538			5778			6.0004800384e-05
45266			45267			1.0000800064e-05
47855			48784			1.0000800064e-05
11575			37184			1.0000800064e-05
38612			38613			1.0000800064e-05
13740			44226			1.0000800064e-05
38486			38488			1.0000800064e-05
1418			25351			1.0000800064e-05
19746			21367			1.0000800064e-05
34660			34661			1.0000800064e-05
3433			42184			1.0000800064e-05
25704			38958			1.0000800064e-05
18592			4980			1.0000800064e-05
3939			9571			1.0000800064e-05
36264			9834			1.0000800064e-05
6145			7256			1.0000800064e-05
35322			44540			1.0000800064e-05
1628			1689			0.000140011200896
11911			17445			1.0000800064e-05
2671			9257			1.0000800064e-05
42199			8346			1.0000800064e-05
21931			24061			1.0000800064e-05
1336			26216			1.0000800064e-05
34593			34594			1.0000800064e-05
48757			48759			1.0000800064e-05
40062			40063			1.0000800064e-05
32381			32382			1.0000800064e-05
38376			38378			1.0000800064e-05
49554			6477			1.0000800064e-05
29354			29355			1.0000800064e-05
26794			42991			1.0000800064e-05
25613			3973			1.0000800064e-05
30739			30741			1.0000800064e-05
1047			32274			2.0001600128e-05
27805			8874			1.0000800064e-05
22075			4836			1.0000800064e-05
40712			40713			1.0000800064e-05
22985			2640			2.0001600128e-05
13487			30159			1.0000800064e-05
17812			18296			1.0000800064e-05
25800			25801			1.0000800064e-05
227			22806			1.0000800064e-05
49817			49818			1.0000800064e-05
10351			939			4.0003200256e-05
33164			4868			1.0000800064e-05
49903			49904			1.0000800064e-05
32489			49798			1.0000800064e-05
45233			45235			1.0000800064e-05
43908			43910			1.0000800064e-05
36145			36146			1.0000800064e-05
15288			15289			1.0000800064e-05
13755			14721			1.0000800064e-05
23397			43198			1.0000800064e-05
27725			27727			1.0000800064e-05
10485			5840			6.0004800384e-05
12432			4718			3.0002400192e-05
24723			43933			1.0000800064e-05
18465			5774			1.0000800064e-05
40560			40562			1.0000800064e-05
42993			42994			1.0000800064e-05
22824			31100			2.0001600128e-05
25000			25001			1.0000800064e-05
43172			43173			1.0000800064e-05
1568			25569			1.0000800064e-05
1141			26479			1.0000800064e-05
2044			26901			2.0001600128e-05
18533			18534			1.0000800064e-05
24619			24620			1.0000800064e-05
43016			43017			1.0000800064e-05
2531			49128			1.0000800064e-05
37853			6444			1.0000800064e-05
29351			29352			1.0000800064e-05
20078			50143			1.0000800064e-05
50279			50281			1.0000800064e-05
37375			37376			1.0000800064e-05
46313			46314			1.0000800064e-05
47927			47928			1.0000800064e-05
36535			36536			1.0000800064e-05
4850			49377			1.0000800064e-05
11024			3658			1.0000800064e-05
36442			36443			1.0000800064e-05
1282			15766			1.0000800064e-05
18812			2567			2.0001600128e-05
33202			33203			1.0000800064e-05
10713			22437			1.0000800064e-05
41419			41420			1.0000800064e-05
27755			4185			2.0001600128e-05
47922			91			1.0000800064e-05
2341			5677			1.0000800064e-05
37952			37954			1.0000800064e-05
42413			42414			1.0000800064e-05
42861			42863			1.0000800064e-05
44164			44166			1.0000800064e-05
23358			6383			1.0000800064e-05
18508			3168			4.0003200256e-05
46899			7572			1.0000800064e-05
47338			47340			1.0000800064e-05
49869			49871			1.0000800064e-05
16619			6105			2.0001600128e-05
25678			508			1.0000800064e-05
19485			19486			1.0000800064e-05
47918			47919			1.0000800064e-05
27505			27506			1.0000800064e-05
2195			27538			1.0000800064e-05
18252			18253			1.0000800064e-05
15417			15418			1.0000800064e-05
43039			43041			1.0000800064e-05
35403			35404			1.0000800064e-05
28263			28264			1.0000800064e-05
27950			27952			1.0000800064e-05
45685			45686			1.0000800064e-05
30238			6141			1.0000800064e-05
44231			44232			1.0000800064e-05
26586			42535			1.0000800064e-05
22332			6212			1.0000800064e-05
37842			37843			1.0000800064e-05
22109			22111			1.0000800064e-05
18026			7322			1.0000800064e-05
50099			50101			1.0000800064e-05
37974			5428			1.0000800064e-05
48710			48711			1.0000800064e-05
35703			35705			1.0000800064e-05
14529			43547			1.0000800064e-05
2729			41488			2.0001600128e-05
27509			36993			1.0000800064e-05
41077			41078			1.0000800064e-05
17369			17370			1.0000800064e-05
35562			35563			1.0000800064e-05
22832			45273			1.0000800064e-05
16360			3659			1.0000800064e-05
40908			40909			1.0000800064e-05
20116			25533			1.0000800064e-05
11688			6335			1.0000800064e-05
21800			21801			1.0000800064e-05
33020			7607			1.0000800064e-05
11935			7674			1.0000800064e-05
49533			49534			1.0000800064e-05
24360			3522			1.0000800064e-05
45438			45440			1.0000800064e-05
17089			42721			1.0000800064e-05
18374			18376			1.0000800064e-05
17416			31734			1.0000800064e-05
38510			45969			1.0000800064e-05
2812			42729			1.0000800064e-05
41921			41922			1.0000800064e-05
29777			29778			1.0000800064e-05
19704			19706			1.0000800064e-05
44948			44949			1.0000800064e-05
19455			2298			1.0000800064e-05
17526			804			1.0000800064e-05
3688			42846			1.0000800064e-05
23258			32218			1.0000800064e-05
23273			41370			1.0000800064e-05
49293			49294			1.0000800064e-05
45408			45409			1.0000800064e-05
43600			9639			1.0000800064e-05
43531			43533			1.0000800064e-05
39942			39944			1.0000800064e-05
20795			20796			1.0000800064e-05
36332			39359			1.0000800064e-05
44583			44584			1.0000800064e-05
29405			29406			1.0000800064e-05
25455			25456			1.0000800064e-05
33784			33786			1.0000800064e-05
1074			9770			1.0000800064e-05
25282			25283			1.0000800064e-05
188			34186			2.0001600128e-05
47400			47401			1.0000800064e-05
23810			4593			1.0000800064e-05
34943			34944			1.0000800064e-05
33601			50254			1.0000800064e-05
42120			42121			1.0000800064e-05
50005			50007			1.0000800064e-05
31593			31594			1.0000800064e-05
33650			7589			1.0000800064e-05
11187			19941			1.0000800064e-05
45607			45609			1.0000800064e-05
16506			24189			1.0000800064e-05
42799			42800			1.0000800064e-05
31259			31260			1.0000800064e-05
26534			818			1.0000800064e-05
37599			37600			1.0000800064e-05
16657			16659			1.0000800064e-05
2120			46847			1.0000800064e-05
24134			40302			1.0000800064e-05
12926			2130			1.0000800064e-05
10483			16755			1.0000800064e-05
36652			47720			1.0000800064e-05
46843			46845			1.0000800064e-05
16702			21503			1.0000800064e-05
18597			31958			1.0000800064e-05
41359			41361			1.0000800064e-05
49274			49276			1.0000800064e-05
10617			48052			1.0000800064e-05
17611			2687			1.0000800064e-05
10058			25163			1.0000800064e-05
10956			7630			2.0001600128e-05
49956			49958			1.0000800064e-05
17856			31209			1.0000800064e-05
173			43377			1.0000800064e-05
35803			7776			1.0000800064e-05
1550			43929			1.0000800064e-05
39416			39418			1.0000800064e-05
3174			6295			1.0000800064e-05
18341			26523			1.0000800064e-05
2468			9592			1.0000800064e-05
35304			35305			1.0000800064e-05
33209			33210			1.0000800064e-05
23964			5722			2.0001600128e-05
32089			32090			1.0000800064e-05
16800			16801			1.0000800064e-05
22746			22747			1.0000800064e-05
48279			48281			1.0000800064e-05
2822			651			0.000230018401472
18635			18636			1.0000800064e-05
45795			45797			1.0000800064e-05
36322			36323			1.0000800064e-05
34870			34871			1.0000800064e-05
28448			28449			1.0000800064e-05
49936			49938			1.0000800064e-05
50050			50052			1.0000800064e-05
11432			22408			1.0000800064e-05
33601			33602			1.0000800064e-05
13321			6839			1.0000800064e-05
25525			83			1.0000800064e-05
1067			29233			2.0001600128e-05
20684			20685			1.0000800064e-05
22692			22693			1.0000800064e-05
1029			1030			4.0003200256e-05
35593			35594			1.0000800064e-05
13482			4707			1.0000800064e-05
21364			3052			1.0000800064e-05
31664			9561			1.0000800064e-05
35393			35394			1.0000800064e-05
23493			3531			1.0000800064e-05
16167			16168			1.0000800064e-05
1378			37867			1.0000800064e-05
45592			45594			1.0000800064e-05
26198			26199			1.0000800064e-05
16422			16423			1.0000800064e-05
49589			49590			1.0000800064e-05
45948			45949			1.0000800064e-05
42580			42582			1.0000800064e-05
30487			30488			1.0000800064e-05
44210			44212			1.0000800064e-05
44099			44100			1.0000800064e-05
3420			44477			1.0000800064e-05
10026			48938			1.0000800064e-05
18128			3955			1.0000800064e-05
28384			28385			1.0000800064e-05
40592			5844			1.0000800064e-05
18953			4516			1.0000800064e-05
47682			47683			1.0000800064e-05
22194			22195			1.0000800064e-05
20363			9562			1.0000800064e-05
30470			30472			1.0000800064e-05
2967			9977			1.0000800064e-05
1221			4449			2.0001600128e-05
37157			37159			1.0000800064e-05
43670			6470			1.0000800064e-05
21890			21891			1.0000800064e-05
1976			50298			1.0000800064e-05
19291			19293			1.0000800064e-05
3734			9311			1.0000800064e-05
20963			903			1.0000800064e-05
13228			15607			1.0000800064e-05
42083			42084			1.0000800064e-05
30393			30394			1.0000800064e-05
24456			24458			1.0000800064e-05
45827			45828			1.0000800064e-05
13290			7354			1.0000800064e-05
5836			8616			1.0000800064e-05
22625			22626			1.0000800064e-05
13351			21746			2.0001600128e-05
1228			16427			1.0000800064e-05
39035			5669			1.0000800064e-05
33578			33580			1.0000800064e-05
20789			6522			2.0001600128e-05
1742			5535			3.0002400192e-05
23535			9045			1.0000800064e-05
11452			6160			1.0000800064e-05
43404			43406			1.0000800064e-05
3799			3819			1.0000800064e-05
44440			44441			1.0000800064e-05
17433			2071			2.0001600128e-05
19961			19962			1.0000800064e-05
46346			8904			1.0000800064e-05
38830			48870			1.0000800064e-05
24139			3996			1.0000800064e-05
10907			24159			1.0000800064e-05
16958			421			3.0002400192e-05
27772			27773			1.0000800064e-05
11154			28289			1.0000800064e-05
30871			49561			1.0000800064e-05
171			24553			1.0000800064e-05
10528			8352			1.0000800064e-05
50196			50197			1.0000800064e-05
41381			41382			1.0000800064e-05
30507			7262			1.0000800064e-05
21903			8085			1.0000800064e-05
36105			5730			1.0000800064e-05
2893			7235			1.0000800064e-05
48569			48570			1.0000800064e-05
47166			47168			1.0000800064e-05
15765			6503			1.0000800064e-05
37715			44641			1.0000800064e-05
32842			32844			1.0000800064e-05
3051			37304			1.0000800064e-05
1136			13380			3.0002400192e-05
38607			38608			1.0000800064e-05
34649			34650			1.0000800064e-05
15560			15561			1.0000800064e-05
29400			31516			1.0000800064e-05
20322			485			1.0000800064e-05
3104			8201			1.0000800064e-05
46455			46456			1.0000800064e-05
20412			2926			2.0001600128e-05
37574			37576			1.0000800064e-05
20437			20438			1.0000800064e-05
3767			9463			1.0000800064e-05
17180			43772			1.0000800064e-05
11207			24785			1.0000800064e-05
28935			28936			1.0000800064e-05
31573			37218			1.0000800064e-05
40990			40991			1.0000800064e-05
10632			24993			1.0000800064e-05
31227			9944			1.0000800064e-05
27000			27002			1.0000800064e-05
20331			9449			1.0000800064e-05
42806			42807			1.0000800064e-05
24041			24576			1.0000800064e-05
25624			25626			1.0000800064e-05
18646			39274			1.0000800064e-05
47229			47230			1.0000800064e-05
10852			35897			1.0000800064e-05
22327			31700			1.0000800064e-05
48486			48488			1.0000800064e-05
30275			666			1.0000800064e-05
19503			19504			1.0000800064e-05
23707			29162			1.0000800064e-05
15664			25142			1.0000800064e-05
44197			44199			1.0000800064e-05
37976			37977			1.0000800064e-05
44950			44951			1.0000800064e-05
41504			41505			1.0000800064e-05
20283			8261			1.0000800064e-05
36964			36965			1.0000800064e-05
31569			31570			1.0000800064e-05
2998			49985			1.0000800064e-05
18239			18241			1.0000800064e-05
130			49991			1.0000800064e-05
19993			36103			2.0001600128e-05
21971			3201			1.0000800064e-05
50149			50151			1.0000800064e-05
49946			49947			1.0000800064e-05
13219			42374			1.0000800064e-05
10287			48138			1.0000800064e-05
34005			34006			1.0000800064e-05
40009			40011			1.0000800064e-05
17504			437			3.0002400192e-05
31475			31476			1.0000800064e-05
20070			20071			1.0000800064e-05
43188			43189			1.0000800064e-05
47477			47479			1.0000800064e-05
46237			9949			1.0000800064e-05
40800			40801			1.0000800064e-05
37022			38065			1.0000800064e-05
14979			6814			2.0001600128e-05
18084			48602			1.0000800064e-05
25539			7716			1.0000800064e-05
3358			7083			2.0001600128e-05
30677			6296			1.0000800064e-05
32055			32056			1.0000800064e-05
47765			47766			1.0000800064e-05
29800			8874			1.0000800064e-05
1561			38429			2.0001600128e-05
46755			46756			1.0000800064e-05
27658			27659			1.0000800064e-05
2045			44728			1.0000800064e-05
20451			40856			1.0000800064e-05
20465			20466			1.0000800064e-05
24014			24015			1.0000800064e-05
19087			4789			1.0000800064e-05
1026			24634			1.0000800064e-05
30476			36784			1.0000800064e-05
46655			46656			1.0000800064e-05
5384			6927			1.0000800064e-05
31396			31397			1.0000800064e-05
33994			33995			1.0000800064e-05
48416			48417			1.0000800064e-05
35494			35495			1.0000800064e-05
38923			38924			1.0000800064e-05
33906			8222			1.0000800064e-05
16680			4536			3.0002400192e-05
33712			7880			1.0000800064e-05
2596			34145			1.0000800064e-05
32338			32339			1.0000800064e-05
19154			2083			3.0002400192e-05
36525			36526			1.0000800064e-05
41965			41967			1.0000800064e-05
14189			25862			1.0000800064e-05
43675			43677			1.0000800064e-05
38990			38992			1.0000800064e-05
25738			30673			1.0000800064e-05
29101			29103			1.0000800064e-05
37481			9482			1.0000800064e-05
26174			4280			1.0000800064e-05
41448			5732			1.0000800064e-05
32099			32100			1.0000800064e-05
19440			45925			1.0000800064e-05
42369			6105			1.0000800064e-05
25928			5331			1.0000800064e-05
10702			1384			8.0006400512e-05
40703			40704			1.0000800064e-05
45663			45665			1.0000800064e-05
1840			25542			2.0001600128e-05
10541			49375			1.0000800064e-05
4899			4900			7.0005600448e-05
15685			29283			1.0000800064e-05
40634			40636			1.0000800064e-05
11451			31172			1.0000800064e-05
42550			42551			1.0000800064e-05
14207			14642			1.0000800064e-05
15144			7973			1.0000800064e-05
48006			5068			1.0000800064e-05
15578			15579			1.0000800064e-05
34050			34052			1.0000800064e-05
1804			22736			1.0000800064e-05
33896			33897			1.0000800064e-05
19255			3068			2.0001600128e-05
24531			45267			1.0000800064e-05
27120			5853			1.0000800064e-05
4012			44242			1.0000800064e-05
18438			18439			1.0000800064e-05
30667			30668			1.0000800064e-05
39472			39474			1.0000800064e-05
11118			17028			1.0000800064e-05
47052			47054			1.0000800064e-05
45964			8252			1.0000800064e-05
22741			22742			2.0001600128e-05
21082			2179			1.0000800064e-05
