Node 1			Node 2			P(12)
22827			22828			1.0000800064e-05
48505			48506			1.0000800064e-05
48490			48491			1.0000800064e-05
47766			47825			1.0000800064e-05
42323			42325			1.0000800064e-05
24029			45291			1.0000800064e-05
31079			48118			1.0000800064e-05
29280			29281			1.0000800064e-05
22468			22469			1.0000800064e-05
36388			36390			1.0000800064e-05
47563			47564			1.0000800064e-05
13434			6271			0.000180014401152
40103			40105			1.0000800064e-05
50064			50066			1.0000800064e-05
41477			41478			1.0000800064e-05
22936			22937			1.0000800064e-05
28897			28899			1.0000800064e-05
23435			23437			1.0000800064e-05
35293			35294			1.0000800064e-05
48456			48457			1.0000800064e-05
42869			42870			1.0000800064e-05
23728			23730			1.0000800064e-05
41670			41671			1.0000800064e-05
18089			18090			1.0000800064e-05
46632			46634			1.0000800064e-05
34722			34723			1.0000800064e-05
31394			47490			1.0000800064e-05
41835			41836			1.0000800064e-05
40831			40832			1.0000800064e-05
31704			31705			1.0000800064e-05
22343			22344			1.0000800064e-05
35553			35554			1.0000800064e-05
21041			21042			1.0000800064e-05
27609			27610			1.0000800064e-05
39431			39432			1.0000800064e-05
32020			39993			1.0000800064e-05
47270			47271			1.0000800064e-05
25732			30666			1.0000800064e-05
40359			40361			1.0000800064e-05
48252			48253			1.0000800064e-05
17906			17907			1.0000800064e-05
26838			26839			1.0000800064e-05
34555			34556			1.0000800064e-05
34483			38889			1.0000800064e-05
49156			49158			1.0000800064e-05
25015			37835			1.0000800064e-05
22655			22656			1.0000800064e-05
47216			47217			1.0000800064e-05
44278			44279			1.0000800064e-05
18569			25972			1.0000800064e-05
35356			35357			1.0000800064e-05
27365			27366			1.0000800064e-05
48974			48975			1.0000800064e-05
45429			45430			1.0000800064e-05
22091			38461			1.0000800064e-05
27584			37759			1.0000800064e-05
46663			46664			1.0000800064e-05
16643			16644			1.0000800064e-05
35346			35347			1.0000800064e-05
47421			47422			1.0000800064e-05
15894			5753			1.0000800064e-05
30199			34302			1.0000800064e-05
36840			36841			1.0000800064e-05
280			281			2.0001600128e-05
17774			17775			1.0000800064e-05
29144			29145			1.0000800064e-05
22969			22970			1.0000800064e-05
46505			46507			1.0000800064e-05
21785			21786			1.0000800064e-05
39473			39474			1.0000800064e-05
31365			31367			1.0000800064e-05
46352			46353			1.0000800064e-05
15511			42265			1.0000800064e-05
41878			41879			1.0000800064e-05
35484			35485			1.0000800064e-05
12939			40112			1.0000800064e-05
49976			49977			1.0000800064e-05
25319			25321			1.0000800064e-05
42630			42631			1.0000800064e-05
30149			30150			1.0000800064e-05
50087			50088			1.0000800064e-05
41458			41460			1.0000800064e-05
32117			41035			1.0000800064e-05
33185			33187			1.0000800064e-05
33306			33307			1.0000800064e-05
17412			30305			1.0000800064e-05
48355			48356			1.0000800064e-05
36915			36916			1.0000800064e-05
38405			38406			1.0000800064e-05
47602			47603			1.0000800064e-05
43345			43346			1.0000800064e-05
47950			49273			1.0000800064e-05
26093			26095			1.0000800064e-05
23314			23315			1.0000800064e-05
22480			22481			1.0000800064e-05
36432			38708			1.0000800064e-05
45621			45623			1.0000800064e-05
39409			39410			1.0000800064e-05
43261			43262			1.0000800064e-05
43139			43140			1.0000800064e-05
45266			45267			1.0000800064e-05
47855			48784			1.0000800064e-05
38612			38613			1.0000800064e-05
38486			38488			1.0000800064e-05
34660			34661			1.0000800064e-05
35322			44540			1.0000800064e-05
21931			24061			1.0000800064e-05
34593			34594			1.0000800064e-05
48757			48759			1.0000800064e-05
40062			40063			1.0000800064e-05
32381			32382			1.0000800064e-05
38376			38378			1.0000800064e-05
49554			6477			1.0000800064e-05
29354			29355			1.0000800064e-05
30739			30741			1.0000800064e-05
40712			40713			1.0000800064e-05
13487			30159			1.0000800064e-05
25800			25801			1.0000800064e-05
49817			49818			1.0000800064e-05
49903			49904			1.0000800064e-05
32489			49798			1.0000800064e-05
45233			45235			1.0000800064e-05
43908			43910			1.0000800064e-05
36145			36146			1.0000800064e-05
15288			15289			1.0000800064e-05
27725			27727			1.0000800064e-05
24723			43933			1.0000800064e-05
40560			40562			1.0000800064e-05
42993			42994			1.0000800064e-05
22824			31100			2.0001600128e-05
25000			25001			1.0000800064e-05
43172			43173			1.0000800064e-05
18533			18534			1.0000800064e-05
24619			24620			1.0000800064e-05
43016			43017			1.0000800064e-05
29351			29352			1.0000800064e-05
20078			50143			1.0000800064e-05
50279			50281			1.0000800064e-05
37375			37376			1.0000800064e-05
46313			46314			1.0000800064e-05
47927			47928			1.0000800064e-05
36535			36536			1.0000800064e-05
36442			36443			1.0000800064e-05
33202			33203			1.0000800064e-05
41419			41420			1.0000800064e-05
37952			37954			1.0000800064e-05
42413			42414			1.0000800064e-05
42861			42863			1.0000800064e-05
44164			44166			1.0000800064e-05
47338			47340			1.0000800064e-05
49869			49871			1.0000800064e-05
19485			19486			1.0000800064e-05
47918			47919			1.0000800064e-05
27505			27506			1.0000800064e-05
18252			18253			1.0000800064e-05
15417			15418			1.0000800064e-05
43039			43041			1.0000800064e-05
28263			28264			1.0000800064e-05
27950			27952			1.0000800064e-05
45685			45686			1.0000800064e-05
44231			44232			1.0000800064e-05
37842			37843			1.0000800064e-05
22109			22111			1.0000800064e-05
50099			50101			1.0000800064e-05
48710			48711			1.0000800064e-05
35703			35705			1.0000800064e-05
27509			36993			1.0000800064e-05
41077			41078			1.0000800064e-05
17369			17370			1.0000800064e-05
35562			35563			1.0000800064e-05
22832			45273			1.0000800064e-05
40908			40909			1.0000800064e-05
20116			25533			1.0000800064e-05
21800			21801			1.0000800064e-05
49533			49534			1.0000800064e-05
45438			45440			1.0000800064e-05
18374			18376			1.0000800064e-05
38510			45969			1.0000800064e-05
41921			41922			1.0000800064e-05
29777			29778			1.0000800064e-05
19704			19706			1.0000800064e-05
44948			44949			1.0000800064e-05
23273			41370			1.0000800064e-05
49293			49294			1.0000800064e-05
45408			45409			1.0000800064e-05
43531			43533			1.0000800064e-05
39942			39944			1.0000800064e-05
20795			20796			1.0000800064e-05
36332			39359			1.0000800064e-05
44583			44584			1.0000800064e-05
29405			29406			1.0000800064e-05
25455			25456			1.0000800064e-05
33784			33786			1.0000800064e-05
25282			25283			1.0000800064e-05
47400			47401			1.0000800064e-05
34943			34944			1.0000800064e-05
33601			50254			1.0000800064e-05
42120			42121			1.0000800064e-05
50005			50007			1.0000800064e-05
31593			31594			1.0000800064e-05
45607			45609			1.0000800064e-05
42799			42800			1.0000800064e-05
31259			31260			1.0000800064e-05
37599			37600			1.0000800064e-05
16657			16659			1.0000800064e-05
36652			47720			1.0000800064e-05
46843			46845			1.0000800064e-05
41359			41361			1.0000800064e-05
49274			49276			1.0000800064e-05
49956			49958			1.0000800064e-05
17856			31209			1.0000800064e-05
39416			39418			1.0000800064e-05
18341			26523			1.0000800064e-05
35304			35305			1.0000800064e-05
33209			33210			1.0000800064e-05
32089			32090			1.0000800064e-05
16800			16801			1.0000800064e-05
22746			22747			1.0000800064e-05
48279			48281			1.0000800064e-05
18635			18636			1.0000800064e-05
45795			45797			1.0000800064e-05
36322			36323			1.0000800064e-05
34870			34871			1.0000800064e-05
28448			28449			1.0000800064e-05
49936			49938			1.0000800064e-05
50050			50052			1.0000800064e-05
33601			33602			1.0000800064e-05
20684			20685			1.0000800064e-05
22692			22693			1.0000800064e-05
35593			35594			1.0000800064e-05
35393			35394			1.0000800064e-05
45592			45594			1.0000800064e-05
26198			26199			1.0000800064e-05
16422			16423			1.0000800064e-05
49589			49590			1.0000800064e-05
45948			45949			1.0000800064e-05
42580			42582			1.0000800064e-05
30487			30488			1.0000800064e-05
44210			44212			1.0000800064e-05
44099			44100			1.0000800064e-05
28384			28385			1.0000800064e-05
47682			47683			1.0000800064e-05
22194			22195			1.0000800064e-05
30470			30472			1.0000800064e-05
37157			37159			1.0000800064e-05
21890			21891			1.0000800064e-05
42083			42084			1.0000800064e-05
30393			30394			1.0000800064e-05
24456			24458			1.0000800064e-05
45827			45828			1.0000800064e-05
22625			22626			1.0000800064e-05
33578			33580			1.0000800064e-05
43404			43406			1.0000800064e-05
44440			44441			1.0000800064e-05
19961			19962			1.0000800064e-05
38830			48870			1.0000800064e-05
27772			27773			1.0000800064e-05
50196			50197			1.0000800064e-05
41381			41382			1.0000800064e-05
48569			48570			1.0000800064e-05
47166			47168			1.0000800064e-05
15765			6503			1.0000800064e-05
37715			44641			1.0000800064e-05
32842			32844			1.0000800064e-05
38607			38608			1.0000800064e-05
34649			34650			1.0000800064e-05
15560			15561			1.0000800064e-05
46455			46456			1.0000800064e-05
37574			37576			1.0000800064e-05
20437			20438			1.0000800064e-05
28935			28936			1.0000800064e-05
31573			37218			1.0000800064e-05
40990			40991			1.0000800064e-05
27000			27002			1.0000800064e-05
42806			42807			1.0000800064e-05
25624			25626			1.0000800064e-05
18646			39274			1.0000800064e-05
47229			47230			1.0000800064e-05
48486			48488			1.0000800064e-05
19503			19504			1.0000800064e-05
44197			44199			1.0000800064e-05
37976			37977			1.0000800064e-05
44950			44951			1.0000800064e-05
41504			41505			1.0000800064e-05
36964			36965			1.0000800064e-05
31569			31570			1.0000800064e-05
50149			50151			1.0000800064e-05
49946			49947			1.0000800064e-05
13219			42374			1.0000800064e-05
34005			34006			1.0000800064e-05
40009			40011			1.0000800064e-05
31475			31476			1.0000800064e-05
20070			20071			1.0000800064e-05
43188			43189			1.0000800064e-05
47477			47479			1.0000800064e-05
46237			9949			1.0000800064e-05
40800			40801			1.0000800064e-05
37022			38065			1.0000800064e-05
18084			48602			1.0000800064e-05
32055			32056			1.0000800064e-05
47765			47766			1.0000800064e-05
46755			46756			1.0000800064e-05
27658			27659			1.0000800064e-05
20451			40856			1.0000800064e-05
20465			20466			1.0000800064e-05
30476			36784			1.0000800064e-05
46655			46656			1.0000800064e-05
31396			31397			1.0000800064e-05
33994			33995			1.0000800064e-05
48416			48417			1.0000800064e-05
35494			35495			1.0000800064e-05
38923			38924			1.0000800064e-05
32338			32339			1.0000800064e-05
36525			36526			1.0000800064e-05
41965			41967			1.0000800064e-05
43675			43677			1.0000800064e-05
38990			38992			1.0000800064e-05
29101			29103			1.0000800064e-05
32099			32100			1.0000800064e-05
40703			40704			1.0000800064e-05
45663			45665			1.0000800064e-05
40634			40636			1.0000800064e-05
42550			42551			1.0000800064e-05
15578			15579			1.0000800064e-05
34050			34052			1.0000800064e-05
1804			22736			1.0000800064e-05
33896			33897			1.0000800064e-05
24531			45267			1.0000800064e-05
18438			18439			1.0000800064e-05
30667			30668			1.0000800064e-05
39472			39474			1.0000800064e-05
47052			47054			1.0000800064e-05
22741			22742			2.0001600128e-05
20572			6056			1.0000800064e-05
33692			45467			1.0000800064e-05
32901			32902			1.0000800064e-05
41755			48839			1.0000800064e-05
29770			48229			1.0000800064e-05
28563			28564			1.0000800064e-05
18359			18360			4.0003200256e-05
43432			43433			1.0000800064e-05
39618			39619			1.0000800064e-05
45452			45453			1.0000800064e-05
49234			49236			1.0000800064e-05
35867			42459			1.0000800064e-05
23290			23291			1.0000800064e-05
42460			44311			1.0000800064e-05
11057			18447			1.0000800064e-05
38531			38533			1.0000800064e-05
46375			46376			1.0000800064e-05
39687			39688			1.0000800064e-05
24323			24325			1.0000800064e-05
26282			9634			1.0000800064e-05
33812			33813			1.0000800064e-05
32042			32043			1.0000800064e-05
25685			25686			1.0000800064e-05
50182			50184			1.0000800064e-05
40722			40723			1.0000800064e-05
2181			46160			1.0000800064e-05
20105			20106			1.0000800064e-05
47936			47938			1.0000800064e-05
32035			32036			1.0000800064e-05
49914			49915			1.0000800064e-05
24749			24750			1.0000800064e-05
20316			20317			1.0000800064e-05
33033			9382			1.0000800064e-05
34998			34999			1.0000800064e-05
36991			39626			1.0000800064e-05
38183			38184			1.0000800064e-05
40480			40481			1.0000800064e-05
46931			46932			1.0000800064e-05
31930			31932			1.0000800064e-05
33929			33930			1.0000800064e-05
20032			37538			1.0000800064e-05
46238			46239			1.0000800064e-05
25407			25409			1.0000800064e-05
27423			27425			1.0000800064e-05
21026			21028			1.0000800064e-05
29341			29342			1.0000800064e-05
17173			46235			1.0000800064e-05
14429			46679			1.0000800064e-05
33857			33858			1.0000800064e-05
25940			25942			1.0000800064e-05
28694			31463			1.0000800064e-05
34672			34674			1.0000800064e-05
19832			19833			1.0000800064e-05
44742			44743			1.0000800064e-05
30166			30167			1.0000800064e-05
35215			35216			1.0000800064e-05
24493			43063			1.0000800064e-05
29277			3614			1.0000800064e-05
18134			18135			1.0000800064e-05
18930			18931			1.0000800064e-05
46126			46128			1.0000800064e-05
32446			32448			1.0000800064e-05
25840			25841			1.0000800064e-05
33270			33271			1.0000800064e-05
28268			28269			1.0000800064e-05
17599			17600			1.0000800064e-05
22394			35659			1.0000800064e-05
47092			47094			1.0000800064e-05
21014			21016			1.0000800064e-05
40542			40544			1.0000800064e-05
17536			17537			1.0000800064e-05
49531			49532			1.0000800064e-05
25795			25797			1.0000800064e-05
47396			47398			1.0000800064e-05
39068			39069			1.0000800064e-05
30795			30796			1.0000800064e-05
34483			38890			1.0000800064e-05
44264			44266			1.0000800064e-05
23369			23370			1.0000800064e-05
35763			35765			1.0000800064e-05
25957			25958			1.0000800064e-05
41648			41650			1.0000800064e-05
37953			37954			1.0000800064e-05
49432			49434			1.0000800064e-05
46973			46974			1.0000800064e-05
41845			41846			1.0000800064e-05
17517			17519			1.0000800064e-05
20157			20158			1.0000800064e-05
31696			31697			1.0000800064e-05
47572			47573			1.0000800064e-05
28836			28837			1.0000800064e-05
41256			41257			1.0000800064e-05
46287			46289			1.0000800064e-05
21532			21534			1.0000800064e-05
49134			49135			1.0000800064e-05
22361			22362			1.0000800064e-05
15316			15317			1.0000800064e-05
3020			41818			1.0000800064e-05
44831			44832			1.0000800064e-05
17561			17563			1.0000800064e-05
20676			20678			1.0000800064e-05
50267			50268			1.0000800064e-05
50280			50281			1.0000800064e-05
23923			23924			1.0000800064e-05
45914			45916			1.0000800064e-05
32895			32896			1.0000800064e-05
41206			6322			1.0000800064e-05
22757			22758			1.0000800064e-05
24324			24325			1.0000800064e-05
37641			37643			1.0000800064e-05
47100			47102			1.0000800064e-05
13875			16440			6.0004800384e-05
30431			30432			1.0000800064e-05
49239			49240			1.0000800064e-05
36158			36159			1.0000800064e-05
25723			3227			1.0000800064e-05
33508			33510			1.0000800064e-05
44429			44431			1.0000800064e-05
37220			46414			1.0000800064e-05
20519			20520			1.0000800064e-05
37510			37511			1.0000800064e-05
46713			46714			1.0000800064e-05
19003			19004			1.0000800064e-05
39740			39741			1.0000800064e-05
49837			49838			1.0000800064e-05
39181			39182			1.0000800064e-05
48435			48437			1.0000800064e-05
29996			29997			1.0000800064e-05
34576			34577			1.0000800064e-05
17945			48737			1.0000800064e-05
22774			22776			1.0000800064e-05
42095			42096			1.0000800064e-05
18619			18620			1.0000800064e-05
19289			19290			1.0000800064e-05
35333			35335			1.0000800064e-05
45032			45034			1.0000800064e-05
47642			47644			1.0000800064e-05
16404			35428			1.0000800064e-05
22303			49043			1.0000800064e-05
35089			35090			1.0000800064e-05
36963			36965			1.0000800064e-05
20477			20478			1.0000800064e-05
18036			18038			1.0000800064e-05
35243			35245			1.0000800064e-05
27162			46637			1.0000800064e-05
36554			36556			1.0000800064e-05
19683			19684			1.0000800064e-05
34575			34577			1.0000800064e-05
26941			26942			1.0000800064e-05
20119			9401			1.0000800064e-05
19152			19153			1.0000800064e-05
45102			45104			1.0000800064e-05
50026			50028			1.0000800064e-05
26708			26709			1.0000800064e-05
39821			39822			1.0000800064e-05
47376			47377			1.0000800064e-05
25576			25578			1.0000800064e-05
24093			24094			1.0000800064e-05
41255			41257			1.0000800064e-05
32418			32420			1.0000800064e-05
49379			49380			1.0000800064e-05
10701			38655			1.0000800064e-05
44663			44664			1.0000800064e-05
37742			37744			1.0000800064e-05
40714			40715			1.0000800064e-05
20220			20221			1.0000800064e-05
22402			22403			1.0000800064e-05
19988			19990			1.0000800064e-05
38695			38696			1.0000800064e-05
36877			36878			1.0000800064e-05
26490			26491			1.0000800064e-05
22654			22655			1.0000800064e-05
41498			41500			1.0000800064e-05
31906			31907			1.0000800064e-05
47068			47069			1.0000800064e-05
42373			42375			1.0000800064e-05
48566			48568			1.0000800064e-05
28768			28770			1.0000800064e-05
35805			35806			1.0000800064e-05
26524			45691			1.0000800064e-05
48910			48911			1.0000800064e-05
43787			43788			1.0000800064e-05
47013			47014			1.0000800064e-05
50111			50113			1.0000800064e-05
37987			37988			1.0000800064e-05
26609			26610			1.0000800064e-05
34869			34870			1.0000800064e-05
33872			33873			1.0000800064e-05
42123			42124			1.0000800064e-05
42433			42435			1.0000800064e-05
23078			23079			1.0000800064e-05
14223			27696			1.0000800064e-05
25985			25986			1.0000800064e-05
24746			24747			1.0000800064e-05
31622			31624			1.0000800064e-05
18516			18517			1.0000800064e-05
35431			39216			1.0000800064e-05
48961			48963			1.0000800064e-05
40238			40239			1.0000800064e-05
34841			34842			1.0000800064e-05
48295			48297			1.0000800064e-05
21221			21223			1.0000800064e-05
28493			31334			1.0000800064e-05
50008			50009			1.0000800064e-05
38822			38823			1.0000800064e-05
25596			25598			1.0000800064e-05
41484			41486			1.0000800064e-05
25388			25390			1.0000800064e-05
45302			45303			1.0000800064e-05
45378			45380			1.0000800064e-05
41531			41532			1.0000800064e-05
41490			41492			1.0000800064e-05
19425			19426			1.0000800064e-05
17488			48270			1.0000800064e-05
39103			39105			1.0000800064e-05
36182			36183			1.0000800064e-05
48274			48276			1.0000800064e-05
10196			27206			1.0000800064e-05
30960			30962			1.0000800064e-05
38709			38710			1.0000800064e-05
48854			48856			1.0000800064e-05
29143			29145			1.0000800064e-05
23205			46423			1.0000800064e-05
44625			44627			1.0000800064e-05
45070			45072			1.0000800064e-05
22328			25740			1.0000800064e-05
50260			50261			1.0000800064e-05
41396			41397			1.0000800064e-05
32461			32462			1.0000800064e-05
16588			16590			1.0000800064e-05
17248			17249			1.0000800064e-05
15867			15869			1.0000800064e-05
34746			44996			1.0000800064e-05
25919			25920			1.0000800064e-05
34792			34793			1.0000800064e-05
49227			49229			1.0000800064e-05
49900			49901			1.0000800064e-05
32187			32188			1.0000800064e-05
40764			9983			1.0000800064e-05
25656			25658			1.0000800064e-05
17099			17100			1.0000800064e-05
28628			28629			1.0000800064e-05
33328			33329			1.0000800064e-05
26050			26051			1.0000800064e-05
38208			38209			1.0000800064e-05
20960			20961			1.0000800064e-05
25962			36328			1.0000800064e-05
23688			23689			1.0000800064e-05
38660			38661			1.0000800064e-05
41178			41180			1.0000800064e-05
28159			38282			1.0000800064e-05
34502			34504			1.0000800064e-05
21986			21987			1.0000800064e-05
43939			43940			1.0000800064e-05
32913			32914			1.0000800064e-05
45393			45394			1.0000800064e-05
44023			44025			1.0000800064e-05
23833			23835			1.0000800064e-05
48315			48316			1.0000800064e-05
22780			22781			1.0000800064e-05
12231			19595			1.0000800064e-05
31366			31367			1.0000800064e-05
30014			30015			1.0000800064e-05
35776			35777			1.0000800064e-05
36936			36937			1.0000800064e-05
41412			41413			1.0000800064e-05
48885			48887			1.0000800064e-05
49115			49117			1.0000800064e-05
39444			39445			1.0000800064e-05
22558			22560			1.0000800064e-05
37536			37538			1.0000800064e-05
30631			30633			1.0000800064e-05
30572			30574			1.0000800064e-05
46020			46021			1.0000800064e-05
27717			27718			1.0000800064e-05
37353			47295			1.0000800064e-05
35252			35253			2.0001600128e-05
41171			41172			1.0000800064e-05
34924			34925			1.0000800064e-05
39024			49664			1.0000800064e-05
25177			25178			1.0000800064e-05
39725			39726			1.0000800064e-05
48339			48341			1.0000800064e-05
46724			46726			1.0000800064e-05
45586			45587			1.0000800064e-05
29090			29092			1.0000800064e-05
22121			22122			1.0000800064e-05
26500			26502			1.0000800064e-05
34255			34256			1.0000800064e-05
39984			39985			1.0000800064e-05
50040			50041			1.0000800064e-05
43441			43442			1.0000800064e-05
49635			49636			1.0000800064e-05
49712			49713			1.0000800064e-05
18967			18968			1.0000800064e-05
50258			50259			1.0000800064e-05
15480			35594			1.0000800064e-05
49534			49536			1.0000800064e-05
33110			33111			1.0000800064e-05
23250			23251			1.0000800064e-05
20730			20731			1.0000800064e-05
39752			39753			1.0000800064e-05
38443			38445			1.0000800064e-05
35701			35702			1.0000800064e-05
45917			45918			1.0000800064e-05
41074			41075			1.0000800064e-05
24336			24338			1.0000800064e-05
23055			23056			1.0000800064e-05
13586			42209			1.0000800064e-05
13008			47921			1.0000800064e-05
48213			48214			1.0000800064e-05
40112			40114			1.0000800064e-05
47236			47238			1.0000800064e-05
16868			16869			1.0000800064e-05
25859			25860			1.0000800064e-05
39867			49458			1.0000800064e-05
22310			22311			1.0000800064e-05
37820			37821			1.0000800064e-05
34019			34020			1.0000800064e-05
46945			46946			1.0000800064e-05
23864			23865			1.0000800064e-05
31130			31131			1.0000800064e-05
25232			6544			1.0000800064e-05
39896			39897			1.0000800064e-05
17685			2061			1.0000800064e-05
37113			37114			1.0000800064e-05
30762			30764			1.0000800064e-05
49599			49600			1.0000800064e-05
30312			3391			1.0000800064e-05
49452			49453			1.0000800064e-05
35995			35996			1.0000800064e-05
44459			44460			1.0000800064e-05
20432			20434			1.0000800064e-05
27980			27981			1.0000800064e-05
21519			21521			1.0000800064e-05
33593			33594			1.0000800064e-05
43702			43703			1.0000800064e-05
40102			40103			1.0000800064e-05
40925			40926			1.0000800064e-05
30212			34196			1.0000800064e-05
37675			37676			1.0000800064e-05
34168			34170			1.0000800064e-05
48202			48203			1.0000800064e-05
36710			36711			1.0000800064e-05
42909			42911			1.0000800064e-05
43840			43842			1.0000800064e-05
45538			46561			1.0000800064e-05
18375			18376			1.0000800064e-05
45516			45517			1.0000800064e-05
46238			9949			1.0000800064e-05
30175			30177			1.0000800064e-05
14420			21589			1.0000800064e-05
43103			43104			1.0000800064e-05
43260			43261			1.0000800064e-05
38148			38150			1.0000800064e-05
19398			35227			1.0000800064e-05
49995			49997			1.0000800064e-05
47222			47223			1.0000800064e-05
49690			49692			1.0000800064e-05
20549			20551			1.0000800064e-05
33249			33251			1.0000800064e-05
43556			43558			1.0000800064e-05
27942			45285			1.0000800064e-05
47063			47064			1.0000800064e-05
25317			25318			1.0000800064e-05
39732			45510			1.0000800064e-05
50092			50094			1.0000800064e-05
12189			29189			1.0000800064e-05
16873			16874			1.0000800064e-05
47800			47802			1.0000800064e-05
16391			16392			1.0000800064e-05
23143			23144			1.0000800064e-05
24243			50139			1.0000800064e-05
39813			39815			1.0000800064e-05
18974			18975			1.0000800064e-05
34191			46576			1.0000800064e-05
36108			36109			1.0000800064e-05
30756			30757			1.0000800064e-05
12293			19539			1.0000800064e-05
17673			17674			1.0000800064e-05
46685			46687			1.0000800064e-05
34218			34220			1.0000800064e-05
20868			20869			1.0000800064e-05
42033			42034			1.0000800064e-05
27781			27782			1.0000800064e-05
23828			23829			1.0000800064e-05
27959			27960			1.0000800064e-05
50105			50106			1.0000800064e-05
44264			44265			1.0000800064e-05
19319			19321			1.0000800064e-05
31075			3269			1.0000800064e-05
31915			31916			1.0000800064e-05
35894			35896			1.0000800064e-05
23565			23566			1.0000800064e-05
43325			43327			1.0000800064e-05
36238			36239			1.0000800064e-05
38492			38493			1.0000800064e-05
31765			31767			1.0000800064e-05
23867			23868			1.0000800064e-05
16405			16406			1.0000800064e-05
23770			23771			1.0000800064e-05
23954			49430			1.0000800064e-05
36190			36192			1.0000800064e-05
42264			42266			1.0000800064e-05
27365			42168			1.0000800064e-05
38391			38392			1.0000800064e-05
23187			43072			1.0000800064e-05
17115			2646			1.0000800064e-05
24895			24896			1.0000800064e-05
32466			32468			1.0000800064e-05
28936			7404			1.0000800064e-05
39499			39501			1.0000800064e-05
26738			26739			1.0000800064e-05
48029			48030			1.0000800064e-05
38369			48357			1.0000800064e-05
41601			41603			1.0000800064e-05
21003			49818			1.0000800064e-05
38935			38936			1.0000800064e-05
41794			41795			1.0000800064e-05
49803			49805			1.0000800064e-05
28679			28680			1.0000800064e-05
47012			47013			1.0000800064e-05
41227			41229			1.0000800064e-05
22937			22938			1.0000800064e-05
45438			45439			1.0000800064e-05
26390			26391			1.0000800064e-05
35958			35959			1.0000800064e-05
17945			48738			1.0000800064e-05
42877			42878			1.0000800064e-05
24991			5500			1.0000800064e-05
30825			30827			1.0000800064e-05
