N(index)			Word			P(N)
340			ron			0.000140011200896
341			bennett			8.0006400512e-05
342			follicul			1.0000800064e-05
343			scalp			4.0003200256e-05
344			origin			0.00045003600288
345			soundtrack			0.000310024801984
346			halloween			3.0002400192e-05
347			narc			1.0000800064e-05
348			dyer			2.0001600128e-05
349			tobi			3.0002400192e-05
350			mum			0.000260020801664
351			basebal			0.000130010400832
352			score			0.000580046403712
353			china			0.00115009200736
354			airlin			0.00170013601088
355			account			0.00157012561005
356			red			0.00217017361389
357			spot			0.000370029602368
358			zenoah			1.0000800064e-05
359			clutch			0.000130010400832
360			pitbul			6.0004800384e-05
361			xenserv			4.0003200256e-05
362			fall			0.000560044803584
363			up			0.00354028322266
364			freewar			0.000660052804224
365			roger			0.000140011200896
366			train			0.00319025522042
367			xmlhttprequest			2.0001600128e-05
368			json			1.0000800064e-05
369			natur			0.000960076806144
370			histori			0.0018901512121
371			gudg			1.0000800064e-05
372			sopho			3.0002400192e-05
373			email			0.00129010320826
374			scienc			0.00045003600288
375			websit			0.00211016881351
376			villag			0.000620049603968
377			brisban			0.0101708136651
378			photgraghi			1.0000800064e-05
379			-toner			1.0000800064e-05
380			trade			0.00201016081287
381			post			0.0031402512201
382			bunni			0.000290023201856
383			beard			8.0006400512e-05
384			banfield			2.0001600128e-05
385			arron			1.0000800064e-05
386			evan			0.000170013601088
387			unit			0.0011400912073
388			soccer			0.0010000800064
389			slike			1.0000800064e-05
390			valjeva			1.0000800064e-05
391			corel			9.0007200576e-05
392			draw			0.000790063205056
393			ruhla			2.0001600128e-05
394			inc			0.000210016801344
395			first			0.00148011840947
396			time			0.00453036242899
397			kincrom			1.0000800064e-05
398			tool			0.00157012561005
399			get			0.0035002800224
400			achiev			0.000110008800704
401			redund			8.0006400512e-05
402			entitl			5.000400032e-05
403			scale			0.000270021601728
404			mobil			0.00380030402432
405			phone			0.00403032242579
406			club			0.0048903912313
407			wooden			0.00030002400192
408			antiviru			0.000630050404032
409			hummer			0.000130010400832
410			h3			2.0001600128e-05
411			ab			0.000140011200896
412			suit			0.000820065605248
413			easter			0.00216017281383
414			bathroom			0.000330026402112
415			whiskei			6.0004800384e-05
416			lunchtim			1.0000800064e-05
417			milhaz			1.0000800064e-05
418			matir			1.0000800064e-05
419			clareadon			1.0000800064e-05
420			covert			9.0007200576e-05
421			holster			5.000400032e-05
422			taskbar			6.0004800384e-05
423			akita			1.0000800064e-05
424			puppi			0.00090007200576
425			repair			0.00155012400992
426			mpg			5.000400032e-05
427			serena			2.0001600128e-05
428			van			0.000580046403712
429			scunthorp			1.0000800064e-05
430			indeana			1.0000800064e-05
431			rosali			1.0000800064e-05
432			food			0.00254020321626
433			nitv			1.0000800064e-05
434			lavinia			1.0000800064e-05
435			rainforest			0.0002500200016
436			math			0.00090007200576
437			avalon			0.000110008800704
438			kiss			0.00030002400192
439			rev			7.0005600448e-05
440			bejewel			5.000400032e-05
441			twist			0.00015001200096
442			airport			0.00345027602208
443			departur			5.000400032e-05
444			asian			0.000930074405952
445			sex			0.0052504200336
446			kim			0.000190015201216
447			kardashian			8.0006400512e-05
448			conspiraci			3.0002400192e-05
449			theori			0.00055004400352
450			liam			5.000400032e-05
451			neeson			3.0002400192e-05
452			kidnei			0.000230018401472
453			failur			0.00015001200096
454			ulla			1.0000800064e-05
455			lingeri			0.00020001600128
456			quiz			0.000270021601728
457			vrcontext			1.0000800064e-05
458			toutr			2.0001600128e-05
459			milk			0.000410032802624
460			frother			1.0000800064e-05
461			exit			6.0004800384e-05
462			emerg			0.000170013601088
463			american			0.000890071205696
464			curvac			1.0000800064e-05
465			cloth			0.00216017281383
466			coomera			5.000400032e-05
467			naphthalen			2.0001600128e-05
468			xxxlhuge			2.0001600128e-05
469			top			0.00321025682055
470			mini			0.000930074405952
471			cooper			0.000260020801664
472			assembl			0.00015001200096
473			surewai			1.0000800064e-05
474			20mb			1.0000800064e-05
475			www			0.00188015041203
476			callawai			5.000400032e-05
477			sky			0.000330026402112
478			breez			8.0006400512e-05
479			block			0.000630050404032
480			scotch			6.0004800384e-05
481			gilmor			7.0005600448e-05
482			girl			0.00545043603488
483			jonestown			2.0001600128e-05
484			survivor			8.0006400512e-05
485			philippin			0.000690055204416
486			afl			0.000980078406273
487			give			0.000240019201536
488			me			0.00140011200896
489			50			0.000490039203136
490			thoma			0.000440035202816
491			alva			2.0001600128e-05
492			fillet			6.0004800384e-05
493			knife			0.000110008800704
494			nerd			5.000400032e-05
495			shirt			0.000610048803904
496			lamborghini			7.0005600448e-05
497			countach			3.0002400192e-05
498			commerci			0.000590047203776
499			agent			0.00101008080646
500			linen			0.000120009600768
501			remington			7.0005600448e-05
502			shaver			5.000400032e-05
503			guyra			2.0001600128e-05
504			second			0.00103008240659
505			wrestl			0.000160012801024
506			which			0.00055004400352
507			affect			0.000280022401792
508			mani			0.000720057604608
509			deleg			1.0000800064e-05
510			c#			0.000840067205376
511			osman			1.0000800064e-05
512			kbh			3.0002400192e-05
513			bui			0.00372029762381
514			motorhom			0.000190015201216
515			memori			0.000920073605888
516			card			0.00378030242419
517			advantag			0.000410032802624
518			mitchel			0.000190015201216
519			freewai			2.0001600128e-05
520			quit			9.0007200576e-05
521			smoke			0.000420033602688
522			enliven			1.0000800064e-05
523			your			0.00330026402112
524			24			0.000340027202176
525			hour			0.000960076806144
526			auto			0.00126010080806
527			electr			0.00206016481319
528			pashmina			2.0001600128e-05
529			shawl			3.0002400192e-05
530			cute			0.000210016801344
531			officegirl			1.0000800064e-05
532			bump			1.0000800064e-05
533			on			0.0205416433315
534			brother			0.00070005600448
535			real			0.0053904312345
536			neato			4.0003200256e-05
537			employ			0.000860068805504
538			sundai			0.000370029602368
539			magento			0.000120009600768
540			pictish			2.0001600128e-05
541			doubleteam			1.0000800064e-05
542			oz			0.00030002400192
543			broadband			0.0011400912073
544			ar			0.00237018961517
545			arabian			5.000400032e-05
546			hors			0.00156012480998
547			kia			0.00020001600128
548			cerato			1.0000800064e-05
549			excel			0.0011100888071
550			file			0.00409032722618
551			mp3			0.00227018161453
552			rington			0.000390031202496
553			avatar			0.000240019201536
554			holden			0.0013901112089
555			astra			0.00020001600128
556			surviv			0.000120009600768
557			kit			0.00188015041203
558			japanes			0.0011100888071
559			love			0.00174013921114
560			stori			0.00185014801184
561			okra			1.0000800064e-05
562			download			0.0232918633491
563			film			0.000540043203456
564			wrath			1.0000800064e-05
565			italian			0.00080006400512
566			linksi			0.000170013601088
567			wireless			0.00178014241139
568			soni			0.0020001600128
569			dsc			5.000400032e-05
570			super			0.00140011200896
571			100			0.000820065605248
572			new			0.0109208736699
573			jason			0.000310024801984
574			mraz			0.000160012801024
575			flight			0.00309024721978
576			center			0.00108008640691
577			ke			5.000400032e-05
578			liy			1.0000800064e-05
579			experiment			2.0001600128e-05
580			numero			1.0000800064e-05
581			uno			0.00010000800064
582			when			0.00194015521242
583			casio			0.000120009600768
584			trek			0.00040003200256
585			broom			0.00020001600128
586			search			0.00223017841427
587			kolkata			3.0002400192e-05
588			bangla			0.000130010400832
589			brain			0.000380030402432
590			highwai			0.000140011200896
591			grade			0.000210016801344
592			350			8.0006400512e-05
593			vanessa			0.000180014401152
594			hudgen			0.000140011200896
595			ornament			2.0001600128e-05
596			plant			0.00122009760781
597			coral			0.00020001600128
598			diabet			0.000520041603328
599			diet			0.000940075206016
600			embroid			4.0003200256e-05
601			motif			2.0001600128e-05
602			eee			0.000210016801344
603			want			0.00070005600448
604			nokia			0.00324025922074
605			n810			3.0002400192e-05
606			print			0.00132010560845
607			label			0.000320025602048
608			garuda			5.000400032e-05
609			n95			0.000520041603328
610			posit			0.000620049603968
611			affirm			4.0003200256e-05
612			watchmen			5.000400032e-05
613			butternut			2.0001600128e-05
614			squash			2.0001600128e-05
615			transform			0.000360028802304
616			convert			0.00294023521882
617			non			0.00030002400192
618			conform			4.0003200256e-05
619			syd			4.0003200256e-05
620			xp			0.00305024401952
621			mariah			4.0003200256e-05
622			carei			9.0007200576e-05
623			port			0.00198015841267
624			macquari			0.000620049603968
625			make			0.00362028962317
626			kurri			2.0001600128e-05
627			lord			0.000360028802304
628			wii			0.000960076806144
629			shop			0.00479038323066
630			differ			0.0010000800064
631			between			0.000860068805504
632			bella			0.00010000800064
633			vista			0.00518041443315
634			decemb			5.000400032e-05
635			ronaldinho			1.0000800064e-05
636			ac			0.000370029602368
637			seagul			5.000400032e-05
638			asquith			2.0001600128e-05
639			lg			0.00095007600608
640			french			0.00070005600448
641			style			0.000870069605568
642			angelsea			1.0000800064e-05
643			cusatom			1.0000800064e-05
644			rechi			1.0000800064e-05
645			ffod			1.0000800064e-05
646			kany			7.0005600448e-05
647			west			0.00145011600928
648			bargain			0.000120009600768
649			indigen			0.000170013601088
650			crm			0.00010000800064
651			group			0.00152012160973
652			fridg			0.000440035202816
653			live			0.00442035362829
654			price			0.00395031602528
655			ffdshow			5.000400032e-05
656			villa			0.000260020801664
657			underwat			0.000140011200896
658			spa			0.000780062404992
659			channel			0.0015001200096
660			lenster			1.0000800064e-05
661			shakin			1.0000800064e-05
662			jack			0.000740059204736
663			black			0.00204016321306
664			toni			0.000340027202176
665			bullimor			1.0000800064e-05
666			norfolk			0.00015001200096
667			island			0.00246019681575
668			tokyo			0.000280022401792
669			drift			9.0007200576e-05
670			signatur			0.000130010400832
671			imag			0.00163013041043
672			cheech			2.0001600128e-05
673			chong			2.0001600128e-05
674			electromagnet			4.0003200256e-05
675			wave			0.000320025602048
676			quinoa			4.0003200256e-05
677			recip			0.00854068325466
678			woodsid			4.0003200256e-05
679			pluto			5.000400032e-05
680			cbd			0.000740059204736
681			yahoo			0.00128010240819
682			default			0.000390031202496
683			quicktim			0.000170013601088
684			player			0.00260020801664
685			fuel			0.000470037603008
686			filter			0.000660052804224
687			polic			0.00131010480838
688			auction			0.00167013361069
689			amaz			0.000160012801024
690			grace			0.00015001200096
691			edmond			1.0000800064e-05
692			cookeri			4.0003200256e-05
693			taylor			0.000620049603968
694			made			0.000760060804864
695			talma			1.0000800064e-05
696			xeroxerror			1.0000800064e-05
697			suzuki			0.00060004800384
698			burgman			3.0002400192e-05
699			naval			6.0004800384e-05
700			offic			0.00363029042323
701			hentai			0.000170013601088
702			dame			6.0004800384e-05
703			joan			6.0004800384e-05
704			hinotizum			1.0000800064e-05
705			lasertv			1.0000800064e-05
706			car			0.00952076166093
707			fort			5.000400032e-05
708			leeuwin			3.0002400192e-05
709			melbourn			0.0130210416833
710			macro			0.00015001200096
711			brighton			0.00015001200096
712			paul			0.000710056804544
713			hybrid			0.000160012801024
714			bike			0.00216017281383
715			tip			0.00106008480678
716			asbesto			8.0006400512e-05
717			remov			0.00202016161293
718			bbw			8.0006400512e-05
719			ebonei			2.0001600128e-05
720			where			0.00249019921594
721			colour			0.00153012240979
722			patch			0.000710056804544
723			ford			0.00198015841267
724			g6			1.0000800064e-05
725			suse			1.0000800064e-05
726			linux			0.000440035202816
727			morn			0.000530042403392
728			easi			0.00129010320826
729			silicondust			1.0000800064e-05
730			mastr			2.0001600128e-05
731			optu			0.00110008800704
732			alwai			0.000180014401152
733			abort			2.0001600128e-05
734			dick			0.000510040803264
735			pic			0.00257020561645
736			antiqu			0.000360028802304
737			stumpwork			1.0000800064e-05
738			auditori			2.0001600128e-05
739			crossword			0.000170013601088
740			bbc			0.000490039203136
741			dvd			0.00383030642451
742			releas			0.00103008240659
743			fact			0.000520041603328
744			baan			2.0001600128e-05
745			laimai			2.0001600128e-05
746			under			0.000470037603008
747			bonnet			0.000130010400832
748			face			0.000590047203776
749			blur			5.000400032e-05
750			360			0.00135010800864
751			robert			0.000740059204736
752			patterson			7.0005600448e-05
753			odyssei			8.0006400512e-05
754			bmx			0.000310024801984
755			bioshock			7.0005600448e-05
756			strip			0.00040003200256
757			arcad			0.000310024801984
758			retro			9.0007200576e-05
759			shemal			0.00020001600128
760			coach			0.000310024801984
761			franchis			0.000230018401472
762			correct			0.000190015201216
763			action			0.000580046403712
764			ferrari			0.000130010400832
765			f1			0.000420033602688
766			public			0.00140011200896
767			transport			0.00126010080806
768			over			0.000790063205056
769			nextg			2.0001600128e-05
770			east			0.000660052804224
771			perth			0.00769061524922
772			custom			0.0013601088087
773			aid			0.00060004800384
774			netgear			0.00030002400192
775			rangemax			3.0002400192e-05
776			microboard			1.0000800064e-05
777			investerg			1.0000800064e-05
778			type			0.00134010720858
779			winfast			5.000400032e-05
780			dtv2000			1.0000800064e-05
781			campbelltown			0.000240019201536
782			castl			0.00040003200256
783			bortel			1.0000800064e-05
784			kh2			1.0000800064e-05
785			you			0.00442035362829
786			tube			0.0021401712137
787			accent			6.0004800384e-05
788			cook			0.00154012320986
789			gme			5.000400032e-05
790			young			0.00104008320666
791			thing			0.000870069605568
792			turki			1.0000800064e-05
793			movid			1.0000800064e-05
794			13			0.0002500200016
795			year			0.00192015361229
796			projex			1.0000800064e-05
797			amaretto			1.0000800064e-05
798			dynaflow			1.0000800064e-05
799			lional			1.0000800064e-05
800			rainbow			0.000270021601728
801			bai			0.00222017761421
802			polish			0.000230018401472
803			nude			0.00309024721978
804			sri			0.000340027202176
805			lanka			0.00020001600128
806			compaq			0.0002500200016
807			evo			0.00015001200096
808			jb			0.000230018401472
809			hi			0.00055004400352
810			sure			4.0003200256e-05
811			cut			0.000530042403392
812			wtch			1.0000800064e-05
813			bourn			1.0000800064e-05
814			dry			0.000290023201856
815			cleaner			0.000670053604288
816			lilli			0.000110008800704
817			pilli			2.0001600128e-05
818			rice			0.0005000400032
819			wine			0.000890071205696
820			parisian			1.0000800064e-05
821			homewar			6.0004800384e-05
822			kifli			1.0000800064e-05
823			pharmacogenom			1.0000800064e-05
824			profil			0.000380030402432
825			microsoft			0.00316025282023
826			word			0.00213017041363
827			bathurst			0.00015001200096
828			activ			0.00163013041043
829			directori			0.000880070405632
830			host			0.000590047203776
831			kx500			1.0000800064e-05
832			nec			0.000130010400832
833			multisync			1.0000800064e-05
834			fitzroi			7.0005600448e-05
835			shockwav			5.000400032e-05
836			teacher			0.000560044803584
837			yellow			0.00140011200896
838			pandora			0.000180014401152
839			charm			0.000210016801344
840			ve			0.000170013601088
841			ut			0.000440035202816
842			ride			0.000670053604288
843			out			0.00135010800864
844			tourism			0.000660052804224
845			minist			0.000160012801024
846			trailer			0.00140011200896
847			electritian			1.0000800064e-05
848			soundstck			1.0000800064e-05
849			hum			3.0002400192e-05
850			kisi			1.0000800064e-05
851			magnesium			7.0005600448e-05
852			chlorid			4.0003200256e-05
853			mappin			1.0000800064e-05
854			ipa			5.000400032e-05
855			newborn			0.000160012801024
856			dana			7.0005600448e-05
857			plato			6.0004800384e-05
858			photo			0.00372029762381
859			swimwear			0.000140011200896
860			big			0.0018601488119
861			cathedr			0.000110008800704
862			syrian			2.0001600128e-05
863			hookah			2.0001600128e-05
864			pet			0.00131010480838
865			suppli			0.00170013601088
866			sx200			2.0001600128e-05
867			rise			0.00035002800224
868			e			0.000620049603968
869			mail			0.0013901112089
870			garag			0.000290023201856
871			sale			0.0114209136731
872			biomechan			2.0001600128e-05
873			pregnanc			0.000810064805184
874			test			0.00304024321946
875			own			0.000810064805184
876			pistol			0.000120009600768
877			forc			0.000870069605568
878			eton			2.0001600128e-05
879			golf			0.00228018241459
880			hindi			0.000640051204096
881			song			0.0047503800304
882			vaniti			0.000130010400832
883			ark			4.0003200256e-05
884			angel			0.0007500600048
885			cant			0.00020001600128
886			as			0.000830066405312
887			read			0.00109008720698
888			abc			0.0007500600048
889			childcar			0.00020001600128
890			ghost			0.00035002800224
891			clc			2.0001600128e-05
892			main			0.00045003600288
893			foxtel			0.000420033602688
894			symbian			0.000120009600768
895			applic			0.000990079206337
896			waterford			6.0004800384e-05
897			crystal			0.000440035202816
898			hack			0.000710056804544
899			into			0.000590047203776
900			wherei			3.0002400192e-05
901			v15			1.0000800064e-05
902			peni			0.000480038403072
903			enlarg			0.000140011200896
904			jp			7.0005600448e-05
905			3d			0.000810064805184
906			wallpap			0.00157012561005
907			samuel			3.0002400192e-05
908			shopbot			3.0002400192e-05
909			echo			0.00015001200096
910			program			0.00183014641171
911			gener			0.00146011680934
912			12			0.00070005600448
913			academi			0.0002500200016
914			domaro			1.0000800064e-05
915			stannardwa			1.0000800064e-05
916			son			0.000290023201856
917			sin			0.000110008800704
918			pre			0.000340027202176
919			order			0.00040003200256
920			rrr			1.0000800064e-05
921			radio			0.00188015041203
922			sartori			1.0000800064e-05
923			nakd			1.0000800064e-05
924			georg			0.000830066405312
925			freeman			0.000140011200896
926			volunt			0.000220017601408
927			farm			0.000890071205696
928			daemon			7.0005600448e-05
929			influenc			0.000110008800704
930			fx			0.00010000800064
931			akamaru			1.0000800064e-05
932			plush			4.0003200256e-05
933			recruit			0.000640051204096
934			agenc			0.000770061604928
935			true			0.000370029602368
936			blood			0.0010000800064
937			popul			0.000480038403072
938			moss			0.000270021601728
939			green			0.00110008800704
940			london			0.00105008400672
941			bu			0.00168013441075
942			comment			0.000190015201216
943			5			0.00185014801184
944			walkthrough			0.00107008560685
945			not			0.00256020481639
946			batman			0.00015001200096
947			css			0.000420033602688
948			1000			0.000330026402112
949			raaf			0.000130010400832
950			adgi			1.0000800064e-05
951			tempest			3.0002400192e-05
952			celebr			0.000670053604288
953			step			0.000540043203456
954			organiz			3.0002400192e-05
955			structur			0.00035002800224
956			drain			5.000400032e-05
957			after			0.0011400912073
958			juggl			2.0001600128e-05
959			ball			0.000770061604928
960			url			0.000180014401152
961			rewrit			3.0002400192e-05
962			caesarston			2.0001600128e-05
963			razor			0.000110008800704
964			scooter			0.00040003200256
965			peopl			0.00127010160813
966			william			0.000780062404992
967			shakespear			0.00010000800064
968			fresh			0.000280022401792
969			hoe			8.0006400512e-05
970			lcd			0.0007500600048
971			ev			0.000190015201216
972			flat			0.00030002400192
973			insert			0.000160012801024
974			build			0.00179014321146
975			high			0.00261020881671
976			nab			0.000220017601408
977			credit			0.00113009040723
978			indigofera			4.0003200256e-05
979			spicata			4.0003200256e-05
980			rubi			7.0005600448e-05
981			nativ			0.000280022401792
982			air			0.0023901912153
983			yeezi			1.0000800064e-05
984			rinnai			5.000400032e-05
985			hot			0.00219017521402
986			lian			4.0003200256e-05
987			li			0.000110008800704
988			wainwright			1.0000800064e-05
989			football			1.0000800064e-05
990			everton			4.0003200256e-05
991			forum			0.00152012160973
